162 - NumBooks: 14, SignUp: 2, BxD: 1, DifferentBooks: 14, Deadline: 29999, ScoreHeuristic: 9.1E18
15332 - NumBooks: 11, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27323, ScoreHeuristic: 7.15E18
15423 - NumBooks: 11, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27321, ScoreHeuristic: 7.15E18
15606 - NumBooks: 11, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27319, ScoreHeuristic: 7.15E18
15805 - NumBooks: 11, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27317, ScoreHeuristic: 7.15E18
16073 - NumBooks: 11, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27315, ScoreHeuristic: 7.15E18
16105 - NumBooks: 11, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27313, ScoreHeuristic: 7.15E18
16156 - NumBooks: 11, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27311, ScoreHeuristic: 7.15E18
16182 - NumBooks: 11, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27309, ScoreHeuristic: 7.15E18
16539 - NumBooks: 11, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27307, ScoreHeuristic: 7.15E18
16590 - NumBooks: 11, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27305, ScoreHeuristic: 7.15E18
16755 - NumBooks: 11, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27303, ScoreHeuristic: 7.15E18
16850 - NumBooks: 11, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27301, ScoreHeuristic: 7.15E18
17071 - NumBooks: 11, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27299, ScoreHeuristic: 7.15E18
17582 - NumBooks: 11, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27297, ScoreHeuristic: 7.15E18
17679 - NumBooks: 11, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27295, ScoreHeuristic: 7.15E18
18085 - NumBooks: 11, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27293, ScoreHeuristic: 7.15E18
18119 - NumBooks: 11, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27291, ScoreHeuristic: 7.15E18
18177 - NumBooks: 11, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27289, ScoreHeuristic: 7.15E18
18372 - NumBooks: 11, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27287, ScoreHeuristic: 7.15E18
18725 - NumBooks: 11, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27285, ScoreHeuristic: 7.15E18
19098 - NumBooks: 11, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27283, ScoreHeuristic: 7.15E18
19209 - NumBooks: 11, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27281, ScoreHeuristic: 7.15E18
19378 - NumBooks: 11, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27279, ScoreHeuristic: 7.15E18
19697 - NumBooks: 11, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27277, ScoreHeuristic: 7.15E18
20446 - NumBooks: 11, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27275, ScoreHeuristic: 7.15E18
20524 - NumBooks: 11, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27273, ScoreHeuristic: 7.15E18
20642 - NumBooks: 11, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27271, ScoreHeuristic: 7.15E18
20947 - NumBooks: 11, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27269, ScoreHeuristic: 7.15E18
20961 - NumBooks: 11, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27267, ScoreHeuristic: 7.15E18
21046 - NumBooks: 11, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27265, ScoreHeuristic: 7.15E18
21152 - NumBooks: 11, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27263, ScoreHeuristic: 7.15E18
21285 - NumBooks: 11, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27261, ScoreHeuristic: 7.15E18
21382 - NumBooks: 11, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27259, ScoreHeuristic: 7.15E18
21720 - NumBooks: 11, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27257, ScoreHeuristic: 7.15E18
21800 - NumBooks: 11, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27255, ScoreHeuristic: 7.15E18
22012 - NumBooks: 11, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27253, ScoreHeuristic: 7.15E18
22154 - NumBooks: 11, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27251, ScoreHeuristic: 7.15E18
22268 - NumBooks: 11, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27249, ScoreHeuristic: 7.15E18
22398 - NumBooks: 11, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27247, ScoreHeuristic: 7.15E18
22432 - NumBooks: 11, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27245, ScoreHeuristic: 7.15E18
22489 - NumBooks: 11, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27243, ScoreHeuristic: 7.15E18
23149 - NumBooks: 11, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27241, ScoreHeuristic: 7.15E18
23374 - NumBooks: 11, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27239, ScoreHeuristic: 7.15E18
23710 - NumBooks: 11, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27237, ScoreHeuristic: 7.15E18
23905 - NumBooks: 11, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27235, ScoreHeuristic: 7.15E18
24541 - NumBooks: 11, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27233, ScoreHeuristic: 7.15E18
24937 - NumBooks: 11, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27231, ScoreHeuristic: 7.15E18
25024 - NumBooks: 11, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27229, ScoreHeuristic: 7.15E18
25106 - NumBooks: 11, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27227, ScoreHeuristic: 7.15E18
25233 - NumBooks: 11, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27225, ScoreHeuristic: 7.15E18
25243 - NumBooks: 11, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27223, ScoreHeuristic: 7.15E18
25333 - NumBooks: 11, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27221, ScoreHeuristic: 7.15E18
25665 - NumBooks: 11, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27219, ScoreHeuristic: 7.15E18
25683 - NumBooks: 11, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27217, ScoreHeuristic: 7.15E18
25776 - NumBooks: 11, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27215, ScoreHeuristic: 7.15E18
26150 - NumBooks: 11, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27213, ScoreHeuristic: 7.15E18
26308 - NumBooks: 11, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27211, ScoreHeuristic: 7.15E18
26671 - NumBooks: 11, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27209, ScoreHeuristic: 7.15E18
27001 - NumBooks: 11, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27207, ScoreHeuristic: 7.15E18
27386 - NumBooks: 11, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27205, ScoreHeuristic: 7.15E18
27561 - NumBooks: 11, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27203, ScoreHeuristic: 7.15E18
27599 - NumBooks: 11, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27201, ScoreHeuristic: 7.15E18
27774 - NumBooks: 11, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27199, ScoreHeuristic: 7.15E18
28138 - NumBooks: 11, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27197, ScoreHeuristic: 7.15E18
28198 - NumBooks: 11, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27195, ScoreHeuristic: 7.15E18
28472 - NumBooks: 11, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27193, ScoreHeuristic: 7.15E18
28547 - NumBooks: 11, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27191, ScoreHeuristic: 7.15E18
28649 - NumBooks: 11, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27189, ScoreHeuristic: 7.15E18
28704 - NumBooks: 11, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27187, ScoreHeuristic: 7.15E18
28772 - NumBooks: 11, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27185, ScoreHeuristic: 7.15E18
28816 - NumBooks: 11, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27183, ScoreHeuristic: 7.15E18
28893 - NumBooks: 11, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27181, ScoreHeuristic: 7.15E18
29123 - NumBooks: 11, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27179, ScoreHeuristic: 7.15E18
29213 - NumBooks: 11, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27177, ScoreHeuristic: 7.15E18
29391 - NumBooks: 11, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27175, ScoreHeuristic: 7.15E18
29576 - NumBooks: 11, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27173, ScoreHeuristic: 7.15E18
29731 - NumBooks: 11, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27171, ScoreHeuristic: 7.15E18
29800 - NumBooks: 11, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27169, ScoreHeuristic: 7.15E18
29921 - NumBooks: 11, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27167, ScoreHeuristic: 7.15E18
29942 - NumBooks: 11, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27165, ScoreHeuristic: 7.15E18
106 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27163, ScoreHeuristic: 6.5E18
210 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27161, ScoreHeuristic: 6.5E18
219 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27159, ScoreHeuristic: 6.5E18
226 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27157, ScoreHeuristic: 6.5E18
274 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27155, ScoreHeuristic: 6.5E18
309 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27153, ScoreHeuristic: 6.5E18
312 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27151, ScoreHeuristic: 6.5E18
380 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27149, ScoreHeuristic: 6.5E18
531 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27147, ScoreHeuristic: 6.5E18
547 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27145, ScoreHeuristic: 6.5E18
571 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27143, ScoreHeuristic: 6.5E18
588 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27141, ScoreHeuristic: 6.5E18
593 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27139, ScoreHeuristic: 6.5E18
612 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27137, ScoreHeuristic: 6.5E18
629 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27135, ScoreHeuristic: 6.5E18
730 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27133, ScoreHeuristic: 6.5E18
794 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27131, ScoreHeuristic: 6.5E18
848 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27129, ScoreHeuristic: 6.5E18
856 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27127, ScoreHeuristic: 6.5E18
891 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27125, ScoreHeuristic: 6.5E18
900 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27123, ScoreHeuristic: 6.5E18
949 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27121, ScoreHeuristic: 6.5E18
962 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27119, ScoreHeuristic: 6.5E18
988 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27117, ScoreHeuristic: 6.5E18
991 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27115, ScoreHeuristic: 6.5E18
1012 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27113, ScoreHeuristic: 6.5E18
1025 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27111, ScoreHeuristic: 6.5E18
1078 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27109, ScoreHeuristic: 6.5E18
1173 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27107, ScoreHeuristic: 6.5E18
1198 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27105, ScoreHeuristic: 6.5E18
1242 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27103, ScoreHeuristic: 6.5E18
1252 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27101, ScoreHeuristic: 6.5E18
1287 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27099, ScoreHeuristic: 6.5E18
1330 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27097, ScoreHeuristic: 6.5E18
1373 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27095, ScoreHeuristic: 6.5E18
1401 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27093, ScoreHeuristic: 6.5E18
1416 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27091, ScoreHeuristic: 6.5E18
1435 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27089, ScoreHeuristic: 6.5E18
1446 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27087, ScoreHeuristic: 6.5E18
1456 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27085, ScoreHeuristic: 6.5E18
1471 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27083, ScoreHeuristic: 6.5E18
1481 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27081, ScoreHeuristic: 6.5E18
1490 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27079, ScoreHeuristic: 6.5E18
1530 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27077, ScoreHeuristic: 6.5E18
1535 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27075, ScoreHeuristic: 6.5E18
1621 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27073, ScoreHeuristic: 6.5E18
1690 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27071, ScoreHeuristic: 6.5E18
1718 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27069, ScoreHeuristic: 6.5E18
1782 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27067, ScoreHeuristic: 6.5E18
1810 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27065, ScoreHeuristic: 6.5E18
1874 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27063, ScoreHeuristic: 6.5E18
1944 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27061, ScoreHeuristic: 6.5E18
1988 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27059, ScoreHeuristic: 6.5E18
2026 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27057, ScoreHeuristic: 6.5E18
2038 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27055, ScoreHeuristic: 6.5E18
2049 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27053, ScoreHeuristic: 6.5E18
2069 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27051, ScoreHeuristic: 6.5E18
2074 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27049, ScoreHeuristic: 6.5E18
2077 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27047, ScoreHeuristic: 6.5E18
2165 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27045, ScoreHeuristic: 6.5E18
2193 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27043, ScoreHeuristic: 6.5E18
2312 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27041, ScoreHeuristic: 6.5E18
2329 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27039, ScoreHeuristic: 6.5E18
2345 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27037, ScoreHeuristic: 6.5E18
2461 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27035, ScoreHeuristic: 6.5E18
2505 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27033, ScoreHeuristic: 6.5E18
2510 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27031, ScoreHeuristic: 6.5E18
2606 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27029, ScoreHeuristic: 6.5E18
2615 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27027, ScoreHeuristic: 6.5E18
2673 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27025, ScoreHeuristic: 6.5E18
2743 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27023, ScoreHeuristic: 6.5E18
2761 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27021, ScoreHeuristic: 6.5E18
2785 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27019, ScoreHeuristic: 6.5E18
2858 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27017, ScoreHeuristic: 6.5E18
2890 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27015, ScoreHeuristic: 6.5E18
2919 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27013, ScoreHeuristic: 6.5E18
2966 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27011, ScoreHeuristic: 6.5E18
2990 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27009, ScoreHeuristic: 6.5E18
3093 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27007, ScoreHeuristic: 6.5E18
3121 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27005, ScoreHeuristic: 6.5E18
3265 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27003, ScoreHeuristic: 6.5E18
3342 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 27001, ScoreHeuristic: 6.5E18
3352 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 26999, ScoreHeuristic: 6.5E18
3354 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 26997, ScoreHeuristic: 6.5E18
3395 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 26995, ScoreHeuristic: 6.5E18
3419 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 26993, ScoreHeuristic: 6.5E18
3447 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 26991, ScoreHeuristic: 6.5E18
3468 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 26989, ScoreHeuristic: 6.5E18
3473 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 26987, ScoreHeuristic: 6.5E18
3502 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 26985, ScoreHeuristic: 6.5E18
3519 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 26983, ScoreHeuristic: 6.5E18
3520 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 26981, ScoreHeuristic: 6.5E18
3579 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 26979, ScoreHeuristic: 6.5E18
3619 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 26977, ScoreHeuristic: 6.5E18
3631 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 26975, ScoreHeuristic: 6.5E18
3644 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 26973, ScoreHeuristic: 6.5E18
3734 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 26971, ScoreHeuristic: 6.5E18
3765 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 26969, ScoreHeuristic: 6.5E18
3779 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 26967, ScoreHeuristic: 6.5E18
3869 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 26965, ScoreHeuristic: 6.5E18
3879 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 26963, ScoreHeuristic: 6.5E18
3884 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 26961, ScoreHeuristic: 6.5E18
3893 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 26959, ScoreHeuristic: 6.5E18
3895 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 26957, ScoreHeuristic: 6.5E18
3901 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 26955, ScoreHeuristic: 6.5E18
3914 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 26953, ScoreHeuristic: 6.5E18
3963 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 26951, ScoreHeuristic: 6.5E18
3995 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 26949, ScoreHeuristic: 6.5E18
4021 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 26947, ScoreHeuristic: 6.5E18
4033 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 26945, ScoreHeuristic: 6.5E18
4039 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 26943, ScoreHeuristic: 6.5E18
4051 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 26941, ScoreHeuristic: 6.5E18
4066 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 26939, ScoreHeuristic: 6.5E18
4196 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 26937, ScoreHeuristic: 6.5E18
4216 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 26935, ScoreHeuristic: 6.5E18
4243 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 26933, ScoreHeuristic: 6.5E18
4257 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 26931, ScoreHeuristic: 6.5E18
4297 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 26929, ScoreHeuristic: 6.5E18
4318 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 26927, ScoreHeuristic: 6.5E18
4342 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 26925, ScoreHeuristic: 6.5E18
4420 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 26923, ScoreHeuristic: 6.5E18
4462 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 26921, ScoreHeuristic: 6.5E18
4512 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 26919, ScoreHeuristic: 6.5E18
4550 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 26917, ScoreHeuristic: 6.5E18
4666 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 26915, ScoreHeuristic: 6.5E18
4676 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 26913, ScoreHeuristic: 6.5E18
4705 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 26911, ScoreHeuristic: 6.5E18
4790 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 26909, ScoreHeuristic: 6.5E18
4888 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 26907, ScoreHeuristic: 6.5E18
4969 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 26905, ScoreHeuristic: 6.5E18
5053 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 26903, ScoreHeuristic: 6.5E18
5125 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 26901, ScoreHeuristic: 6.5E18
5131 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 26899, ScoreHeuristic: 6.5E18
5187 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 9, Deadline: 26897, ScoreHeuristic: 6.5E18
