1949 - NumBooks: 20, SignUp: 10, BxD: 42726, DifferentBooks: 20, Deadline: 99990, ScoreHeuristic: 529984.0
7731 - NumBooks: 18, SignUp: 38, BxD: 35640, DifferentBooks: 18, Deadline: 95603, ScoreHeuristic: 23927.204986149583
7786 - NumBooks: 18, SignUp: 35, BxD: 40036, DifferentBooks: 18, Deadline: 95568, ScoreHeuristic: 22732.023673469386
3631 - NumBooks: 12, SignUp: 26, BxD: 39819, DifferentBooks: 12, Deadline: 95542, ScoreHeuristic: 19449.520710059172
8260 - NumBooks: 13, SignUp: 24, BxD: 10380, DifferentBooks: 13, Deadline: 95518, ScoreHeuristic: 18632.25
9985 - NumBooks: 19, SignUp: 44, BxD: 64953, DifferentBooks: 19, Deadline: 95474, ScoreHeuristic: 25129.45506198347
2426 - NumBooks: 16, SignUp: 32, BxD: 35935, DifferentBooks: 16, Deadline: 95442, ScoreHeuristic: 20826.09765625
4717 - NumBooks: 19, SignUp: 39, BxD: 10896, DifferentBooks: 18, Deadline: 95403, ScoreHeuristic: 26327.142669296514
3993 - NumBooks: 15, SignUp: 30, BxD: 13197, DifferentBooks: 15, Deadline: 95373, ScoreHeuristic: 19993.96
5107 - NumBooks: 10, SignUp: 22, BxD: 84724, DifferentBooks: 9, Deadline: 95351, ScoreHeuristic: 21262.942148760332
561 - NumBooks: 17, SignUp: 34, BxD: 93709, DifferentBooks: 17, Deadline: 95317, ScoreHeuristic: 20415.36678200692
7010 - NumBooks: 13, SignUp: 33, BxD: 16844, DifferentBooks: 13, Deadline: 95284, ScoreHeuristic: 19983.677685950413
81 - NumBooks: 12, SignUp: 22, BxD: 77346, DifferentBooks: 11, Deadline: 95262, ScoreHeuristic: 18607.44008264463
3944 - NumBooks: 11, SignUp: 23, BxD: 76692, DifferentBooks: 10, Deadline: 95239, ScoreHeuristic: 16719.61436672968
973 - NumBooks: 15, SignUp: 30, BxD: 31679, DifferentBooks: 14, Deadline: 95209, ScoreHeuristic: 21121.777777777777
5002 - NumBooks: 12, SignUp: 21, BxD: 95247, DifferentBooks: 11, Deadline: 95188, ScoreHeuristic: 23104.0
6115 - NumBooks: 19, SignUp: 37, BxD: 14904, DifferentBooks: 19, Deadline: 95151, ScoreHeuristic: 20720.43535427319
7360 - NumBooks: 10, SignUp: 20, BxD: 36772, DifferentBooks: 9, Deadline: 95131, ScoreHeuristic: 21389.0625
2901 - NumBooks: 19, SignUp: 36, BxD: 13027, DifferentBooks: 19, Deadline: 95095, ScoreHeuristic: 19951.5625
7839 - NumBooks: 19, SignUp: 42, BxD: 70380, DifferentBooks: 19, Deadline: 95053, ScoreHeuristic: 21302.097505668935
7285 - NumBooks: 13, SignUp: 33, BxD: 17979, DifferentBooks: 12, Deadline: 95020, ScoreHeuristic: 22273.30119375574
6229 - NumBooks: 10, SignUp: 23, BxD: 55700, DifferentBooks: 10, Deadline: 94997, ScoreHeuristic: 15668.508506616257
3148 - NumBooks: 15, SignUp: 27, BxD: 41051, DifferentBooks: 15, Deadline: 94970, ScoreHeuristic: 16813.444444444445
7078 - NumBooks: 18, SignUp: 43, BxD: 27950, DifferentBooks: 18, Deadline: 94927, ScoreHeuristic: 21058.734451054625
3854 - NumBooks: 19, SignUp: 40, BxD: 85692, DifferentBooks: 18, Deadline: 94887, ScoreHeuristic: 24001.755625
8409 - NumBooks: 17, SignUp: 37, BxD: 25926, DifferentBooks: 16, Deadline: 94850, ScoreHeuristic: 19479.105916727538
9486 - NumBooks: 17, SignUp: 24, BxD: 59161, DifferentBooks: 17, Deadline: 94826, ScoreHeuristic: 15572.960069444445
8449 - NumBooks: 14, SignUp: 35, BxD: 88554, DifferentBooks: 13, Deadline: 94791, ScoreHeuristic: 22064.980408163265
2904 - NumBooks: 10, SignUp: 31, BxD: 87055, DifferentBooks: 10, Deadline: 94760, ScoreHeuristic: 17517.803329864724
1668 - NumBooks: 19, SignUp: 38, BxD: 10851, DifferentBooks: 19, Deadline: 94722, ScoreHeuristic: 19357.59626038781
1967 - NumBooks: 15, SignUp: 30, BxD: 82909, DifferentBooks: 13, Deadline: 94692, ScoreHeuristic: 20182.937777777777
6976 - NumBooks: 20, SignUp: 44, BxD: 79144, DifferentBooks: 19, Deadline: 94648, ScoreHeuristic: 21602.318698347106
1476 - NumBooks: 17, SignUp: 39, BxD: 2957, DifferentBooks: 17, Deadline: 94609, ScoreHeuristic: 19292.497698882315
7038 - NumBooks: 17, SignUp: 36, BxD: 9256, DifferentBooks: 15, Deadline: 94573, ScoreHeuristic: 22910.185956790123
1642 - NumBooks: 12, SignUp: 26, BxD: 80011, DifferentBooks: 12, Deadline: 94547, ScoreHeuristic: 15615.386094674555
4386 - NumBooks: 20, SignUp: 39, BxD: 97583, DifferentBooks: 20, Deadline: 94508, ScoreHeuristic: 19065.236686390534
3730 - NumBooks: 10, SignUp: 23, BxD: 26101, DifferentBooks: 9, Deadline: 94485, ScoreHeuristic: 16062.80718336484
5857 - NumBooks: 16, SignUp: 40, BxD: 95848, DifferentBooks: 16, Deadline: 94445, ScoreHeuristic: 19050.900625
414 - NumBooks: 20, SignUp: 39, BxD: 77710, DifferentBooks: 19, Deadline: 94406, ScoreHeuristic: 18966.233399079552
2110 - NumBooks: 14, SignUp: 37, BxD: 42423, DifferentBooks: 13, Deadline: 94369, ScoreHeuristic: 21205.65668371074
2868 - NumBooks: 17, SignUp: 34, BxD: 33630, DifferentBooks: 16, Deadline: 94335, ScoreHeuristic: 19575.30190311419
350 - NumBooks: 12, SignUp: 30, BxD: 11333, DifferentBooks: 11, Deadline: 94305, ScoreHeuristic: 21472.01777777778
29 - NumBooks: 18, SignUp: 46, BxD: 48077, DifferentBooks: 18, Deadline: 94259, ScoreHeuristic: 19728.034499054822
7407 - NumBooks: 17, SignUp: 36, BxD: 99684, DifferentBooks: 16, Deadline: 94223, ScoreHeuristic: 21421.574845679013
7555 - NumBooks: 11, SignUp: 27, BxD: 14390, DifferentBooks: 11, Deadline: 94196, ScoreHeuristic: 14938.271604938273
1659 - NumBooks: 14, SignUp: 24, BxD: 94958, DifferentBooks: 14, Deadline: 94172, ScoreHeuristic: 13894.515625
3981 - NumBooks: 14, SignUp: 33, BxD: 83966, DifferentBooks: 14, Deadline: 94139, ScoreHeuristic: 16113.609733700643
7179 - NumBooks: 18, SignUp: 35, BxD: 87195, DifferentBooks: 17, Deadline: 94104, ScoreHeuristic: 16596.80081632653
2977 - NumBooks: 13, SignUp: 28, BxD: 53470, DifferentBooks: 12, Deadline: 94076, ScoreHeuristic: 18080.644132653062
3277 - NumBooks: 18, SignUp: 43, BxD: 47095, DifferentBooks: 18, Deadline: 94033, ScoreHeuristic: 17565.495402920496
2017 - NumBooks: 17, SignUp: 39, BxD: 96586, DifferentBooks: 17, Deadline: 93994, ScoreHeuristic: 16654.233399079552
5555 - NumBooks: 16, SignUp: 44, BxD: 99579, DifferentBooks: 16, Deadline: 93950, ScoreHeuristic: 17622.5625
141 - NumBooks: 10, SignUp: 27, BxD: 66427, DifferentBooks: 9, Deadline: 93923, ScoreHeuristic: 18911.342935528122
5360 - NumBooks: 19, SignUp: 40, BxD: 30844, DifferentBooks: 18, Deadline: 93883, ScoreHeuristic: 18796.41
6960 - NumBooks: 15, SignUp: 39, BxD: 44615, DifferentBooks: 14, Deadline: 93844, ScoreHeuristic: 19385.207100591717
3991 - NumBooks: 19, SignUp: 41, BxD: 69163, DifferentBooks: 19, Deadline: 93803, ScoreHeuristic: 16659.883402736465
4709 - NumBooks: 15, SignUp: 34, BxD: 79371, DifferentBooks: 15, Deadline: 93769, ScoreHeuristic: 15107.301903114187
3202 - NumBooks: 13, SignUp: 28, BxD: 28351, DifferentBooks: 12, Deadline: 93741, ScoreHeuristic: 15741.286989795919
2504 - NumBooks: 16, SignUp: 33, BxD: 16329, DifferentBooks: 15, Deadline: 93708, ScoreHeuristic: 15091.750229568412
3091 - NumBooks: 15, SignUp: 24, BxD: 65515, DifferentBooks: 13, Deadline: 93684, ScoreHeuristic: 22876.5625
5532 - NumBooks: 16, SignUp: 42, BxD: 21606, DifferentBooks: 16, Deadline: 93642, ScoreHeuristic: 16420.591836734693
9294 - NumBooks: 20, SignUp: 53, BxD: 11082, DifferentBooks: 19, Deadline: 93589, ScoreHeuristic: 19547.205411178355
4284 - NumBooks: 18, SignUp: 39, BxD: 20861, DifferentBooks: 18, Deadline: 93550, ScoreHeuristic: 15772.783694937541
6386 - NumBooks: 10, SignUp: 26, BxD: 9472, DifferentBooks: 10, Deadline: 93524, ScoreHeuristic: 12812.49852071006
3483 - NumBooks: 19, SignUp: 40, BxD: 94829, DifferentBooks: 19, Deadline: 93484, ScoreHeuristic: 15650.01
5687 - NumBooks: 18, SignUp: 42, BxD: 30890, DifferentBooks: 15, Deadline: 93442, ScoreHeuristic: 20062.698979591838
5789 - NumBooks: 17, SignUp: 42, BxD: 50348, DifferentBooks: 17, Deadline: 93400, ScoreHeuristic: 15942.068594104308
9423 - NumBooks: 13, SignUp: 36, BxD: 86153, DifferentBooks: 13, Deadline: 93364, ScoreHeuristic: 14735.262345679012
2786 - NumBooks: 14, SignUp: 24, BxD: 99517, DifferentBooks: 13, Deadline: 93340, ScoreHeuristic: 17052.006944444445
6915 - NumBooks: 11, SignUp: 37, BxD: 4144, DifferentBooks: 11, Deadline: 93303, ScoreHeuristic: 14897.192111029948
3967 - NumBooks: 15, SignUp: 34, BxD: 75323, DifferentBooks: 14, Deadline: 93269, ScoreHeuristic: 15136.23615916955
2339 - NumBooks: 18, SignUp: 43, BxD: 22475, DifferentBooks: 17, Deadline: 93226, ScoreHeuristic: 16803.394267171443
7494 - NumBooks: 12, SignUp: 28, BxD: 64555, DifferentBooks: 12, Deadline: 93198, ScoreHeuristic: 12898.469387755102
6054 - NumBooks: 10, SignUp: 32, BxD: 62135, DifferentBooks: 9, Deadline: 93166, ScoreHeuristic: 16129.0
9061 - NumBooks: 10, SignUp: 30, BxD: 20599, DifferentBooks: 9, Deadline: 93136, ScoreHeuristic: 14908.41
1432 - NumBooks: 16, SignUp: 45, BxD: 33139, DifferentBooks: 15, Deadline: 93091, ScoreHeuristic: 16917.33777777778
8056 - NumBooks: 13, SignUp: 35, BxD: 50445, DifferentBooks: 13, Deadline: 93056, ScoreHeuristic: 14304.16
3794 - NumBooks: 11, SignUp: 24, BxD: 71366, DifferentBooks: 9, Deadline: 93032, ScoreHeuristic: 14802.777777777777
7293 - NumBooks: 15, SignUp: 45, BxD: 16307, DifferentBooks: 15, Deadline: 92987, ScoreHeuristic: 15842.417777777779
5345 - NumBooks: 19, SignUp: 44, BxD: 90934, DifferentBooks: 19, Deadline: 92943, ScoreHeuristic: 15596.60382231405
4535 - NumBooks: 18, SignUp: 48, BxD: 50639, DifferentBooks: 18, Deadline: 92895, ScoreHeuristic: 16266.876736111111
2994 - NumBooks: 17, SignUp: 28, BxD: 79138, DifferentBooks: 16, Deadline: 92867, ScoreHeuristic: 12648.21556122449
7582 - NumBooks: 20, SignUp: 44, BxD: 31066, DifferentBooks: 19, Deadline: 92823, ScoreHeuristic: 16553.161673553717
5810 - NumBooks: 13, SignUp: 26, BxD: 45811, DifferentBooks: 12, Deadline: 92797, ScoreHeuristic: 14197.639053254437
9460 - NumBooks: 13, SignUp: 29, BxD: 12548, DifferentBooks: 13, Deadline: 92768, ScoreHeuristic: 12451.481569560048
794 - NumBooks: 10, SignUp: 21, BxD: 89643, DifferentBooks: 10, Deadline: 92747, ScoreHeuristic: 10589.390022675738
6588 - NumBooks: 20, SignUp: 53, BxD: 35060, DifferentBooks: 19, Deadline: 92694, ScoreHeuristic: 16777.58098967604
6698 - NumBooks: 20, SignUp: 44, BxD: 33089, DifferentBooks: 20, Deadline: 92650, ScoreHeuristic: 15022.959194214876
5390 - NumBooks: 20, SignUp: 42, BxD: 98208, DifferentBooks: 18, Deadline: 92608, ScoreHeuristic: 18450.694444444445
2075 - NumBooks: 19, SignUp: 40, BxD: 53085, DifferentBooks: 18, Deadline: 92568, ScoreHeuristic: 14914.515625
3525 - NumBooks: 19, SignUp: 53, BxD: 65946, DifferentBooks: 18, Deadline: 92515, ScoreHeuristic: 18408.857600569598
4563 - NumBooks: 15, SignUp: 37, BxD: 72137, DifferentBooks: 15, Deadline: 92478, ScoreHeuristic: 13525.061358655954
4893 - NumBooks: 12, SignUp: 40, BxD: 77508, DifferentBooks: 12, Deadline: 92438, ScoreHeuristic: 13823.880625
7344 - NumBooks: 17, SignUp: 41, BxD: 87696, DifferentBooks: 17, Deadline: 92397, ScoreHeuristic: 13814.848899464605
5510 - NumBooks: 14, SignUp: 33, BxD: 63798, DifferentBooks: 13, Deadline: 92364, ScoreHeuristic: 12226.998163452708
3246 - NumBooks: 18, SignUp: 38, BxD: 36996, DifferentBooks: 16, Deadline: 92326, ScoreHeuristic: 13443.792243767313
4556 - NumBooks: 18, SignUp: 46, BxD: 21030, DifferentBooks: 17, Deadline: 92280, ScoreHeuristic: 13903.485822306238
5065 - NumBooks: 19, SignUp: 62, BxD: 68809, DifferentBooks: 19, Deadline: 92218, ScoreHeuristic: 15790.7598855359
3720 - NumBooks: 17, SignUp: 38, BxD: 14802, DifferentBooks: 15, Deadline: 92180, ScoreHeuristic: 16336.876038781164
820 - NumBooks: 19, SignUp: 45, BxD: 92779, DifferentBooks: 17, Deadline: 92135, ScoreHeuristic: 16715.61679012346
8628 - NumBooks: 15, SignUp: 43, BxD: 80190, DifferentBooks: 14, Deadline: 92092, ScoreHeuristic: 13112.912925905895
4645 - NumBooks: 12, SignUp: 31, BxD: 27781, DifferentBooks: 12, Deadline: 92061, ScoreHeuristic: 10950.609781477628
2943 - NumBooks: 20, SignUp: 53, BxD: 31105, DifferentBooks: 19, Deadline: 92008, ScoreHeuristic: 15828.48843004628
7914 - NumBooks: 14, SignUp: 41, BxD: 42361, DifferentBooks: 14, Deadline: 91967, ScoreHeuristic: 12429.530636525877
2252 - NumBooks: 20, SignUp: 49, BxD: 24258, DifferentBooks: 18, Deadline: 91918, ScoreHeuristic: 16357.887963348605
8677 - NumBooks: 19, SignUp: 48, BxD: 52292, DifferentBooks: 19, Deadline: 91870, ScoreHeuristic: 13345.062934027777
7438 - NumBooks: 20, SignUp: 52, BxD: 51968, DifferentBooks: 20, Deadline: 91818, ScoreHeuristic: 13819.81102071006
4704 - NumBooks: 11, SignUp: 36, BxD: 69241, DifferentBooks: 10, Deadline: 91782, ScoreHeuristic: 12675.006944444445
61 - NumBooks: 16, SignUp: 50, BxD: 30125, DifferentBooks: 15, Deadline: 91732, ScoreHeuristic: 16022.4964
8178 - NumBooks: 10, SignUp: 35, BxD: 94446, DifferentBooks: 9, Deadline: 91697, ScoreHeuristic: 13422.877551020409
4506 - NumBooks: 14, SignUp: 40, BxD: 49288, DifferentBooks: 14, Deadline: 91657, ScoreHeuristic: 11891.9025
5635 - NumBooks: 19, SignUp: 46, BxD: 71984, DifferentBooks: 17, Deadline: 91611, ScoreHeuristic: 17857.093100189035
6916 - NumBooks: 12, SignUp: 40, BxD: 47428, DifferentBooks: 12, Deadline: 91571, ScoreHeuristic: 11788.530625
7937 - NumBooks: 20, SignUp: 40, BxD: 32351, DifferentBooks: 18, Deadline: 91531, ScoreHeuristic: 15085.980625
9647 - NumBooks: 19, SignUp: 60, BxD: 49077, DifferentBooks: 19, Deadline: 91471, ScoreHeuristic: 14149.1025
1617 - NumBooks: 15, SignUp: 36, BxD: 89041, DifferentBooks: 14, Deadline: 91435, ScoreHeuristic: 14500.173611111111
8518 - NumBooks: 12, SignUp: 33, BxD: 18625, DifferentBooks: 10, Deadline: 91402, ScoreHeuristic: 13760.000918273645
6025 - NumBooks: 18, SignUp: 46, BxD: 30966, DifferentBooks: 16, Deadline: 91356, ScoreHeuristic: 16489.909735349716
2457 - NumBooks: 11, SignUp: 30, BxD: 32269, DifferentBooks: 9, Deadline: 91326, ScoreHeuristic: 15859.204444444444
9833 - NumBooks: 11, SignUp: 34, BxD: 32054, DifferentBooks: 11, Deadline: 91292, ScoreHeuristic: 10482.146193771627
156 - NumBooks: 11, SignUp: 34, BxD: 51943, DifferentBooks: 11, Deadline: 91258, ScoreHeuristic: 10470.104671280276
6235 - NumBooks: 20, SignUp: 50, BxD: 98866, DifferentBooks: 19, Deadline: 91208, ScoreHeuristic: 14122.9456
4614 - NumBooks: 13, SignUp: 35, BxD: 20068, DifferentBooks: 13, Deadline: 91173, ScoreHeuristic: 10556.09469387755
2548 - NumBooks: 19, SignUp: 49, BxD: 76199, DifferentBooks: 18, Deadline: 91124, ScoreHeuristic: 13856.65306122449
8314 - NumBooks: 12, SignUp: 34, BxD: 47284, DifferentBooks: 12, Deadline: 91090, ScoreHeuristic: 10171.315743944637
3342 - NumBooks: 11, SignUp: 38, BxD: 43674, DifferentBooks: 11, Deadline: 91052, ScoreHeuristic: 10685.030470914127
5097 - NumBooks: 15, SignUp: 38, BxD: 33280, DifferentBooks: 15, Deadline: 91014, ScoreHeuristic: 10549.452216066482
9489 - NumBooks: 14, SignUp: 37, BxD: 34435, DifferentBooks: 14, Deadline: 90977, ScoreHeuristic: 10398.487216946676
3876 - NumBooks: 17, SignUp: 42, BxD: 43290, DifferentBooks: 16, Deadline: 90935, ScoreHeuristic: 13340.25
3868 - NumBooks: 16, SignUp: 50, BxD: 52538, DifferentBooks: 16, Deadline: 90885, ScoreHeuristic: 11902.81
2137 - NumBooks: 20, SignUp: 51, BxD: 58004, DifferentBooks: 19, Deadline: 90834, ScoreHeuristic: 12360.207612456747
2848 - NumBooks: 14, SignUp: 35, BxD: 10329, DifferentBooks: 14, Deadline: 90799, ScoreHeuristic: 9784.035918367346
9540 - NumBooks: 10, SignUp: 37, BxD: 24283, DifferentBooks: 10, Deadline: 90762, ScoreHeuristic: 10005.406135865594
4979 - NumBooks: 15, SignUp: 36, BxD: 86584, DifferentBooks: 14, Deadline: 90726, ScoreHeuristic: 10477.797067901234
7645 - NumBooks: 15, SignUp: 46, BxD: 45792, DifferentBooks: 15, Deadline: 90680, ScoreHeuristic: 10870.328922495273
3025 - NumBooks: 16, SignUp: 41, BxD: 81468, DifferentBooks: 14, Deadline: 90639, ScoreHeuristic: 14027.80249851279
4892 - NumBooks: 14, SignUp: 36, BxD: 42107, DifferentBooks: 14, Deadline: 90603, ScoreHeuristic: 9484.595679012345
3742 - NumBooks: 19, SignUp: 50, BxD: 80901, DifferentBooks: 19, Deadline: 90553, ScoreHeuristic: 11033.4016
7445 - NumBooks: 10, SignUp: 33, BxD: 50773, DifferentBooks: 10, Deadline: 90520, ScoreHeuristic: 8858.802571166207
5604 - NumBooks: 20, SignUp: 56, BxD: 16643, DifferentBooks: 19, Deadline: 90464, ScoreHeuristic: 12344.797193877552
4631 - NumBooks: 19, SignUp: 51, BxD: 12884, DifferentBooks: 19, Deadline: 90413, ScoreHeuristic: 10877.262975778547
2440 - NumBooks: 12, SignUp: 46, BxD: 96854, DifferentBooks: 12, Deadline: 90367, ScoreHeuristic: 10324.327032136105
6006 - NumBooks: 14, SignUp: 36, BxD: 86603, DifferentBooks: 12, Deadline: 90331, ScoreHeuristic: 11862.840277777777
2250 - NumBooks: 15, SignUp: 47, BxD: 16838, DifferentBooks: 14, Deadline: 90284, ScoreHeuristic: 11544.816659121774
9108 - NumBooks: 14, SignUp: 43, BxD: 7835, DifferentBooks: 14, Deadline: 90241, ScoreHeuristic: 9544.835586803678
7995 - NumBooks: 17, SignUp: 50, BxD: 1728, DifferentBooks: 15, Deadline: 90191, ScoreHeuristic: 12705.7984
2510 - NumBooks: 13, SignUp: 34, BxD: 16189, DifferentBooks: 11, Deadline: 90157, ScoreHeuristic: 14463.599480968858
9095 - NumBooks: 14, SignUp: 47, BxD: 63162, DifferentBooks: 14, Deadline: 90110, ScoreHeuristic: 9893.899954730647
8792 - NumBooks: 12, SignUp: 37, BxD: 42002, DifferentBooks: 10, Deadline: 90073, ScoreHeuristic: 12787.330898466034
2590 - NumBooks: 20, SignUp: 57, BxD: 58298, DifferentBooks: 18, Deadline: 90016, ScoreHeuristic: 13602.925207756232
4847 - NumBooks: 14, SignUp: 36, BxD: 71158, DifferentBooks: 12, Deadline: 89980, ScoreHeuristic: 14614.123456790123
1777 - NumBooks: 13, SignUp: 32, BxD: 87477, DifferentBooks: 13, Deadline: 89948, ScoreHeuristic: 8021.44140625
2276 - NumBooks: 15, SignUp: 51, BxD: 99144, DifferentBooks: 15, Deadline: 89897, ScoreHeuristic: 10094.33910034602
3707 - NumBooks: 17, SignUp: 48, BxD: 39032, DifferentBooks: 16, Deadline: 89849, ScoreHeuristic: 10062.59765625
6215 - NumBooks: 18, SignUp: 58, BxD: 71545, DifferentBooks: 18, Deadline: 89791, ScoreHeuristic: 10676.590071343639
526 - NumBooks: 14, SignUp: 32, BxD: 12592, DifferentBooks: 13, Deadline: 89759, ScoreHeuristic: 9348.47265625
8648 - NumBooks: 18, SignUp: 38, BxD: 50461, DifferentBooks: 15, Deadline: 89721, ScoreHeuristic: 15415.182825484764
1307 - NumBooks: 18, SignUp: 49, BxD: 4614, DifferentBooks: 16, Deadline: 89672, ScoreHeuristic: 13441.799666805498
2200 - NumBooks: 12, SignUp: 38, BxD: 36597, DifferentBooks: 11, Deadline: 89634, ScoreHeuristic: 8960.117036011081
4496 - NumBooks: 12, SignUp: 37, BxD: 14695, DifferentBooks: 12, Deadline: 89597, ScoreHeuristic: 8222.078159240322
6977 - NumBooks: 17, SignUp: 68, BxD: 63382, DifferentBooks: 17, Deadline: 89529, ScoreHeuristic: 11136.456747404844
4618 - NumBooks: 17, SignUp: 42, BxD: 12810, DifferentBooks: 15, Deadline: 89487, ScoreHeuristic: 10677.777777777777
3586 - NumBooks: 13, SignUp: 41, BxD: 10763, DifferentBooks: 13, Deadline: 89446, ScoreHeuristic: 8608.218917311124
667 - NumBooks: 15, SignUp: 36, BxD: 82343, DifferentBooks: 10, Deadline: 89410, ScoreHeuristic: 18579.20447530864
3318 - NumBooks: 13, SignUp: 52, BxD: 2377, DifferentBooks: 13, Deadline: 89358, ScoreHeuristic: 9641.729289940828
8390 - NumBooks: 20, SignUp: 63, BxD: 21919, DifferentBooks: 20, Deadline: 89295, ScoreHeuristic: 10586.123456790123
5397 - NumBooks: 17, SignUp: 50, BxD: 7663, DifferentBooks: 16, Deadline: 89245, ScoreHeuristic: 9836.6724
2819 - NumBooks: 16, SignUp: 49, BxD: 83753, DifferentBooks: 14, Deadline: 89196, ScoreHeuristic: 12343.663473552686
3726 - NumBooks: 14, SignUp: 46, BxD: 64612, DifferentBooks: 12, Deadline: 89150, ScoreHeuristic: 12485.633270321361
5551 - NumBooks: 20, SignUp: 63, BxD: 10108, DifferentBooks: 20, Deadline: 89087, ScoreHeuristic: 10436.406147644242
180 - NumBooks: 20, SignUp: 55, BxD: 59460, DifferentBooks: 19, Deadline: 89032, ScoreHeuristic: 11877.036694214876
3550 - NumBooks: 14, SignUp: 45, BxD: 61117, DifferentBooks: 14, Deadline: 88987, ScoreHeuristic: 8777.607901234567
9564 - NumBooks: 17, SignUp: 47, BxD: 19627, DifferentBooks: 16, Deadline: 88940, ScoreHeuristic: 11462.663648709824
1154 - NumBooks: 20, SignUp: 54, BxD: 46931, DifferentBooks: 19, Deadline: 88886, ScoreHeuristic: 9738.765775034293
1970 - NumBooks: 11, SignUp: 41, BxD: 479, DifferentBooks: 11, Deadline: 88845, ScoreHeuristic: 8329.901249256394
7833 - NumBooks: 20, SignUp: 65, BxD: 83047, DifferentBooks: 19, Deadline: 88780, ScoreHeuristic: 11787.277869822485
6603 - NumBooks: 16, SignUp: 44, BxD: 35593, DifferentBooks: 14, Deadline: 88736, ScoreHeuristic: 9176.769111570247
6779 - NumBooks: 18, SignUp: 54, BxD: 1368, DifferentBooks: 17, Deadline: 88682, ScoreHeuristic: 10842.97976680384
2651 - NumBooks: 17, SignUp: 56, BxD: 5329, DifferentBooks: 16, Deadline: 88626, ScoreHeuristic: 11533.225765306122
458 - NumBooks: 17, SignUp: 50, BxD: 9502, DifferentBooks: 15, Deadline: 88576, ScoreHeuristic: 10795.21
7259 - NumBooks: 16, SignUp: 57, BxD: 1648, DifferentBooks: 15, Deadline: 88519, ScoreHeuristic: 10393.26592797784
7124 - NumBooks: 17, SignUp: 56, BxD: 50024, DifferentBooks: 17, Deadline: 88463, ScoreHeuristic: 9520.183673469388
1397 - NumBooks: 19, SignUp: 51, BxD: 14642, DifferentBooks: 18, Deadline: 88412, ScoreHeuristic: 10779.325259515572
6416 - NumBooks: 19, SignUp: 61, BxD: 77687, DifferentBooks: 18, Deadline: 88351, ScoreHeuristic: 11014.67454985219
7120 - NumBooks: 13, SignUp: 51, BxD: 79204, DifferentBooks: 13, Deadline: 88300, ScoreHeuristic: 8961.777777777777
2567 - NumBooks: 15, SignUp: 54, BxD: 39646, DifferentBooks: 15, Deadline: 88246, ScoreHeuristic: 9219.555898491084
1973 - NumBooks: 18, SignUp: 47, BxD: 29661, DifferentBooks: 15, Deadline: 88199, ScoreHeuristic: 12287.958352195563
5805 - NumBooks: 13, SignUp: 41, BxD: 62085, DifferentBooks: 12, Deadline: 88158, ScoreHeuristic: 7990.615704937537
2497 - NumBooks: 15, SignUp: 55, BxD: 68799, DifferentBooks: 15, Deadline: 88103, ScoreHeuristic: 9142.836694214877
7243 - NumBooks: 17, SignUp: 51, BxD: 89928, DifferentBooks: 16, Deadline: 88052, ScoreHeuristic: 9925.628988850442
4319 - NumBooks: 12, SignUp: 41, BxD: 92787, DifferentBooks: 11, Deadline: 88011, ScoreHeuristic: 9738.32004759072
1679 - NumBooks: 15, SignUp: 53, BxD: 23334, DifferentBooks: 14, Deadline: 87958, ScoreHeuristic: 9434.640085439658
693 - NumBooks: 16, SignUp: 39, BxD: 7420, DifferentBooks: 14, Deadline: 87919, ScoreHeuristic: 10304.852728468113
4252 - NumBooks: 19, SignUp: 59, BxD: 21040, DifferentBooks: 17, Deadline: 87860, ScoreHeuristic: 9441.910083309394
8989 - NumBooks: 19, SignUp: 47, BxD: 46505, DifferentBooks: 19, Deadline: 87813, ScoreHeuristic: 8103.830239927569
6493 - NumBooks: 10, SignUp: 35, BxD: 7517, DifferentBooks: 10, Deadline: 87778, ScoreHeuristic: 6974.635918367347
2608 - NumBooks: 19, SignUp: 54, BxD: 34093, DifferentBooks: 19, Deadline: 87724, ScoreHeuristic: 8645.555898491084
7294 - NumBooks: 17, SignUp: 55, BxD: 62874, DifferentBooks: 17, Deadline: 87669, ScoreHeuristic: 8689.629421487603
9847 - NumBooks: 20, SignUp: 67, BxD: 95992, DifferentBooks: 19, Deadline: 87602, ScoreHeuristic: 10609.0
9291 - NumBooks: 20, SignUp: 56, BxD: 61328, DifferentBooks: 19, Deadline: 87546, ScoreHeuristic: 10579.591836734693
7096 - NumBooks: 13, SignUp: 45, BxD: 54477, DifferentBooks: 11, Deadline: 87501, ScoreHeuristic: 10232.446419753087
3837 - NumBooks: 17, SignUp: 62, BxD: 38884, DifferentBooks: 17, Deadline: 87439, ScoreHeuristic: 9018.872008324663
8931 - NumBooks: 20, SignUp: 58, BxD: 19402, DifferentBooks: 18, Deadline: 87381, ScoreHeuristic: 12401.510404280618
4194 - NumBooks: 13, SignUp: 35, BxD: 8131, DifferentBooks: 12, Deadline: 87346, ScoreHeuristic: 7849.96
9686 - NumBooks: 18, SignUp: 59, BxD: 6700, DifferentBooks: 17, Deadline: 87287, ScoreHeuristic: 8769.211433496122
9751 - NumBooks: 19, SignUp: 55, BxD: 51940, DifferentBooks: 17, Deadline: 87232, ScoreHeuristic: 11421.779834710744
4626 - NumBooks: 16, SignUp: 58, BxD: 85613, DifferentBooks: 16, Deadline: 87174, ScoreHeuristic: 8498.932520808561
