1949 - NumBooks: 20, SignUp: 10, BxD: 42726, DifferentBooks: 0 ScoreHeuristic: 529984.0
651 - NumBooks: 12, SignUp: 171, BxD: 14993, DifferentBooks: 0 ScoreHeuristic: 268.88328032557024
4188 - NumBooks: 20, SignUp: 444, BxD: 43958, DifferentBooks: 0 ScoreHeuristic: 268.6941197954711
4787 - NumBooks: 18, SignUp: 374, BxD: 58166, DifferentBooks: 0 ScoreHeuristic: 268.38148788927333
7340 - NumBooks: 13, SignUp: 243, BxD: 78597, DifferentBooks: 0 ScoreHeuristic: 268.2585649206591
2245 - NumBooks: 18, SignUp: 372, BxD: 45508, DifferentBooks: 0 ScoreHeuristic: 268.18464562377153
7728 - NumBooks: 15, SignUp: 309, BxD: 77362, DifferentBooks: 0 ScoreHeuristic: 268.1538735455222
8104 - NumBooks: 15, SignUp: 313, BxD: 30439, DifferentBooks: 0 ScoreHeuristic: 267.8921801794445
8626 - NumBooks: 19, SignUp: 383, BxD: 8920, DifferentBooks: 0 ScoreHeuristic: 267.74529105795256
5247 - NumBooks: 19, SignUp: 320, BxD: 61299, DifferentBooks: 0 ScoreHeuristic: 267.5269140625
4173 - NumBooks: 15, SignUp: 246, BxD: 72064, DifferentBooks: 0 ScoreHeuristic: 267.17630048251704
1951 - NumBooks: 18, SignUp: 352, BxD: 84113, DifferentBooks: 0 ScoreHeuristic: 266.9324719137397
3293 - NumBooks: 17, SignUp: 305, BxD: 58109, DifferentBooks: 0 ScoreHeuristic: 266.81348024724537
3768 - NumBooks: 20, SignUp: 389, BxD: 58956, DifferentBooks: 0 ScoreHeuristic: 266.8057705143371
6224 - NumBooks: 15, SignUp: 319, BxD: 94953, DifferentBooks: 0 ScoreHeuristic: 266.7436444217333
6075 - NumBooks: 14, SignUp: 253, BxD: 51924, DifferentBooks: 0 ScoreHeuristic: 266.73474042712746
1758 - NumBooks: 13, SignUp: 249, BxD: 68398, DifferentBooks: 0 ScoreHeuristic: 266.64660247415367
26 - NumBooks: 11, SignUp: 256, BxD: 2705, DifferentBooks: 0 ScoreHeuristic: 265.84283447265625
3434 - NumBooks: 11, SignUp: 223, BxD: 81117, DifferentBooks: 0 ScoreHeuristic: 265.70461903517065
3795 - NumBooks: 10, SignUp: 216, BxD: 95922, DifferentBooks: 0 ScoreHeuristic: 265.5692729766804
3 - NumBooks: 14, SignUp: 276, BxD: 8039, DifferentBooks: 0 ScoreHeuristic: 265.4774338374291
760 - NumBooks: 13, SignUp: 205, BxD: 55253, DifferentBooks: 0 ScoreHeuristic: 265.29258774538965
1762 - NumBooks: 16, SignUp: 338, BxD: 89086, DifferentBooks: 0 ScoreHeuristic: 265.26579076362873
6022 - NumBooks: 12, SignUp: 211, BxD: 10411, DifferentBooks: 0 ScoreHeuristic: 265.18038678376496
4024 - NumBooks: 19, SignUp: 418, BxD: 86467, DifferentBooks: 0 ScoreHeuristic: 265.0352842196836
1730 - NumBooks: 20, SignUp: 376, BxD: 65910, DifferentBooks: 0 ScoreHeuristic: 265.0141537460389
7853 - NumBooks: 13, SignUp: 271, BxD: 17969, DifferentBooks: 0 ScoreHeuristic: 264.81257063493143
4876 - NumBooks: 19, SignUp: 370, BxD: 7256, DifferentBooks: 0 ScoreHeuristic: 264.45791818845873
883 - NumBooks: 19, SignUp: 261, BxD: 44345, DifferentBooks: 0 ScoreHeuristic: 264.40504396588426
3300 - NumBooks: 14, SignUp: 216, BxD: 38127, DifferentBooks: 0 ScoreHeuristic: 264.36351165980795
3139 - NumBooks: 14, SignUp: 280, BxD: 1110, DifferentBooks: 0 ScoreHeuristic: 264.1785841836735
2493 - NumBooks: 20, SignUp: 457, BxD: 50048, DifferentBooks: 0 ScoreHeuristic: 263.7603435975274
7142 - NumBooks: 16, SignUp: 327, BxD: 99043, DifferentBooks: 0 ScoreHeuristic: 263.5906162032751
1574 - NumBooks: 20, SignUp: 336, BxD: 67326, DifferentBooks: 0 ScoreHeuristic: 263.48246173469386
5436 - NumBooks: 15, SignUp: 269, BxD: 50681, DifferentBooks: 0 ScoreHeuristic: 263.4285872223988
7940 - NumBooks: 16, SignUp: 199, BxD: 42246, DifferentBooks: 0 ScoreHeuristic: 263.28731597686925
8297 - NumBooks: 20, SignUp: 405, BxD: 9413, DifferentBooks: 0 ScoreHeuristic: 262.84015241579027
173 - NumBooks: 15, SignUp: 313, BxD: 79019, DifferentBooks: 0 ScoreHeuristic: 262.58494013412405
2448 - NumBooks: 14, SignUp: 269, BxD: 29472, DifferentBooks: 0 ScoreHeuristic: 262.3436519672199
6903 - NumBooks: 11, SignUp: 213, BxD: 79226, DifferentBooks: 0 ScoreHeuristic: 262.04465604267233
8107 - NumBooks: 13, SignUp: 288, BxD: 95355, DifferentBooks: 0 ScoreHeuristic: 261.92275511188274
2184 - NumBooks: 17, SignUp: 241, BxD: 84521, DifferentBooks: 0 ScoreHeuristic: 261.87565641087446
3739 - NumBooks: 16, SignUp: 297, BxD: 40929, DifferentBooks: 0 ScoreHeuristic: 261.41554716638893
3732 - NumBooks: 16, SignUp: 237, BxD: 26170, DifferentBooks: 0 ScoreHeuristic: 261.29290177856114
1704 - NumBooks: 13, SignUp: 316, BxD: 67200, DifferentBooks: 0 ScoreHeuristic: 260.8838327191155
5703 - NumBooks: 15, SignUp: 172, BxD: 6490, DifferentBooks: 0 ScoreHeuristic: 260.8600594916171
2046 - NumBooks: 11, SignUp: 292, BxD: 91037, DifferentBooks: 0 ScoreHeuristic: 260.8446237568024
9419 - NumBooks: 18, SignUp: 264, BxD: 62761, DifferentBooks: 0 ScoreHeuristic: 260.7490960743802
8051 - NumBooks: 17, SignUp: 242, BxD: 48164, DifferentBooks: 0 ScoreHeuristic: 259.8490711017007
1456 - NumBooks: 17, SignUp: 414, BxD: 29807, DifferentBooks: 0 ScoreHeuristic: 259.6457385236528
7215 - NumBooks: 20, SignUp: 311, BxD: 48657, DifferentBooks: 0 ScoreHeuristic: 259.61395146865726
3850 - NumBooks: 15, SignUp: 329, BxD: 14033, DifferentBooks: 0 ScoreHeuristic: 259.6114318973402
8301 - NumBooks: 20, SignUp: 443, BxD: 53473, DifferentBooks: 0 ScoreHeuristic: 259.1881945895266
9189 - NumBooks: 13, SignUp: 198, BxD: 57799, DifferentBooks: 0 ScoreHeuristic: 259.0799153147638
7622 - NumBooks: 12, SignUp: 190, BxD: 59579, DifferentBooks: 0 ScoreHeuristic: 259.0405540166205
1911 - NumBooks: 20, SignUp: 296, BxD: 72961, DifferentBooks: 0 ScoreHeuristic: 258.9272393170197
8632 - NumBooks: 10, SignUp: 135, BxD: 94732, DifferentBooks: 0 ScoreHeuristic: 258.85234567901233
6053 - NumBooks: 14, SignUp: 282, BxD: 9711, DifferentBooks: 0 ScoreHeuristic: 258.8447386952367
4454 - NumBooks: 17, SignUp: 322, BxD: 60844, DifferentBooks: 0 ScoreHeuristic: 258.79017013232516
71 - NumBooks: 11, SignUp: 172, BxD: 12442, DifferentBooks: 0 ScoreHeuristic: 258.23742563547864
7459 - NumBooks: 15, SignUp: 266, BxD: 25710, DifferentBooks: 0 ScoreHeuristic: 258.16999265079994
6368 - NumBooks: 19, SignUp: 392, BxD: 5463, DifferentBooks: 0 ScoreHeuristic: 258.1268481882549
7553 - NumBooks: 14, SignUp: 261, BxD: 12521, DifferentBooks: 0 ScoreHeuristic: 257.473378253402
9 - NumBooks: 19, SignUp: 400, BxD: 1890, DifferentBooks: 0 ScoreHeuristic: 257.442025
5870 - NumBooks: 16, SignUp: 315, BxD: 90197, DifferentBooks: 0 ScoreHeuristic: 257.4241975308642
506 - NumBooks: 18, SignUp: 256, BxD: 40669, DifferentBooks: 0 ScoreHeuristic: 257.25152587890625
357 - NumBooks: 16, SignUp: 392, BxD: 29614, DifferentBooks: 0 ScoreHeuristic: 257.225954029571
4991 - NumBooks: 13, SignUp: 236, BxD: 98103, DifferentBooks: 0 ScoreHeuristic: 257.22179330652114
2962 - NumBooks: 16, SignUp: 290, BxD: 33257, DifferentBooks: 0 ScoreHeuristic: 257.2152318668252
6164 - NumBooks: 13, SignUp: 213, BxD: 74740, DifferentBooks: 0 ScoreHeuristic: 256.90220194405873
2952 - NumBooks: 11, SignUp: 240, BxD: 39042, DifferentBooks: 0 ScoreHeuristic: 256.40015625
1297 - NumBooks: 14, SignUp: 256, BxD: 42730, DifferentBooks: 0 ScoreHeuristic: 256.37513732910156
75 - NumBooks: 12, SignUp: 208, BxD: 99776, DifferentBooks: 0 ScoreHeuristic: 256.30778476331363
1103 - NumBooks: 17, SignUp: 267, BxD: 43969, DifferentBooks: 0 ScoreHeuristic: 255.64057568488826
7549 - NumBooks: 18, SignUp: 341, BxD: 67103, DifferentBooks: 0 ScoreHeuristic: 255.53100678528736
8217 - NumBooks: 18, SignUp: 342, BxD: 57773, DifferentBooks: 0 ScoreHeuristic: 255.43890427823945
3368 - NumBooks: 12, SignUp: 288, BxD: 55898, DifferentBooks: 0 ScoreHeuristic: 255.33376736111111
7529 - NumBooks: 14, SignUp: 229, BxD: 87788, DifferentBooks: 0 ScoreHeuristic: 255.3017867698938
9243 - NumBooks: 12, SignUp: 336, BxD: 13976, DifferentBooks: 0 ScoreHeuristic: 255.23866213151928
629 - NumBooks: 18, SignUp: 335, BxD: 48677, DifferentBooks: 0 ScoreHeuristic: 255.14102027177546
9190 - NumBooks: 20, SignUp: 296, BxD: 98652, DifferentBooks: 0 ScoreHeuristic: 255.13586559532504
9054 - NumBooks: 16, SignUp: 253, BxD: 18178, DifferentBooks: 0 ScoreHeuristic: 255.11539002327797
3150 - NumBooks: 19, SignUp: 336, BxD: 38771, DifferentBooks: 0 ScoreHeuristic: 254.76340171485262
7751 - NumBooks: 19, SignUp: 371, BxD: 41157, DifferentBooks: 0 ScoreHeuristic: 254.6218060025719
3846 - NumBooks: 19, SignUp: 415, BxD: 20900, DifferentBooks: 0 ScoreHeuristic: 254.30642473508493
543 - NumBooks: 17, SignUp: 288, BxD: 95329, DifferentBooks: 0 ScoreHeuristic: 254.1145953896605
2408 - NumBooks: 16, SignUp: 253, BxD: 7245, DifferentBooks: 0 ScoreHeuristic: 254.10628192910372
2614 - NumBooks: 10, SignUp: 184, BxD: 84475, DifferentBooks: 0 ScoreHeuristic: 254.0905304820416
6292 - NumBooks: 14, SignUp: 228, BxD: 53398, DifferentBooks: 0 ScoreHeuristic: 253.8990650969529
1553 - NumBooks: 20, SignUp: 378, BxD: 84370, DifferentBooks: 0 ScoreHeuristic: 253.71938775510205
7289 - NumBooks: 14, SignUp: 264, BxD: 47268, DifferentBooks: 0 ScoreHeuristic: 253.4608729338843
5182 - NumBooks: 17, SignUp: 338, BxD: 52639, DifferentBooks: 0 ScoreHeuristic: 252.97937747277757
5940 - NumBooks: 12, SignUp: 289, BxD: 59405, DifferentBooks: 0 ScoreHeuristic: 252.79899665952274
7100 - NumBooks: 15, SignUp: 252, BxD: 12954, DifferentBooks: 0 ScoreHeuristic: 252.70905769715293
9705 - NumBooks: 14, SignUp: 312, BxD: 35485, DifferentBooks: 0 ScoreHeuristic: 252.52469592373438
6111 - NumBooks: 15, SignUp: 255, BxD: 4787, DifferentBooks: 0 ScoreHeuristic: 252.49833141099577
7621 - NumBooks: 10, SignUp: 213, BxD: 4217, DifferentBooks: 0 ScoreHeuristic: 252.25790738169235
6049 - NumBooks: 19, SignUp: 306, BxD: 36878, DifferentBooks: 0 ScoreHeuristic: 252.2491349480969
5164 - NumBooks: 20, SignUp: 321, BxD: 45644, DifferentBooks: 0 ScoreHeuristic: 252.22585184538192
4940 - NumBooks: 15, SignUp: 344, BxD: 88752, DifferentBooks: 0 ScoreHeuristic: 252.015625
3559 - NumBooks: 10, SignUp: 197, BxD: 4428, DifferentBooks: 0 ScoreHeuristic: 251.95519080625627
8193 - NumBooks: 10, SignUp: 190, BxD: 14567, DifferentBooks: 0 ScoreHeuristic: 251.30592797783933
8605 - NumBooks: 18, SignUp: 373, BxD: 82571, DifferentBooks: 0 ScoreHeuristic: 251.30324375220118
2486 - NumBooks: 18, SignUp: 330, BxD: 24228, DifferentBooks: 0 ScoreHeuristic: 251.27053259871442
6174 - NumBooks: 14, SignUp: 309, BxD: 76285, DifferentBooks: 0 ScoreHeuristic: 251.15582157706768
5519 - NumBooks: 11, SignUp: 233, BxD: 47205, DifferentBooks: 0 ScoreHeuristic: 251.07966623072815
8687 - NumBooks: 18, SignUp: 317, BxD: 85147, DifferentBooks: 0 ScoreHeuristic: 251.07752092268805
2320 - NumBooks: 18, SignUp: 359, BxD: 52945, DifferentBooks: 0 ScoreHeuristic: 250.67974332911757
8816 - NumBooks: 14, SignUp: 239, BxD: 13313, DifferentBooks: 0 ScoreHeuristic: 250.6723621785333
4404 - NumBooks: 16, SignUp: 350, BxD: 76146, DifferentBooks: 0 ScoreHeuristic: 250.6341306122449
5392 - NumBooks: 13, SignUp: 218, BxD: 88386, DifferentBooks: 0 ScoreHeuristic: 250.0170229778638
9994 - NumBooks: 14, SignUp: 261, BxD: 27232, DifferentBooks: 0 ScoreHeuristic: 249.9064312033
4303 - NumBooks: 15, SignUp: 162, BxD: 20972, DifferentBooks: 0 ScoreHeuristic: 249.71803078798965
4461 - NumBooks: 11, SignUp: 181, BxD: 42799, DifferentBooks: 0 ScoreHeuristic: 249.15139952992888
3364 - NumBooks: 20, SignUp: 431, BxD: 83492, DifferentBooks: 0 ScoreHeuristic: 248.7755987532367
7825 - NumBooks: 13, SignUp: 239, BxD: 13062, DifferentBooks: 0 ScoreHeuristic: 248.55699304984157
3439 - NumBooks: 20, SignUp: 420, BxD: 33106, DifferentBooks: 0 ScoreHeuristic: 248.51270408163265
1108 - NumBooks: 17, SignUp: 353, BxD: 2984, DifferentBooks: 0 ScoreHeuristic: 248.17405644857112
8263 - NumBooks: 17, SignUp: 372, BxD: 92272, DifferentBooks: 0 ScoreHeuristic: 248.0625
9082 - NumBooks: 18, SignUp: 235, BxD: 77815, DifferentBooks: 0 ScoreHeuristic: 248.02899049343594
3383 - NumBooks: 19, SignUp: 337, BxD: 91947, DifferentBooks: 0 ScoreHeuristic: 247.80551911172944
8092 - NumBooks: 15, SignUp: 312, BxD: 3818, DifferentBooks: 0 ScoreHeuristic: 247.7597078402367
6542 - NumBooks: 17, SignUp: 237, BxD: 32015, DifferentBooks: 0 ScoreHeuristic: 247.56433263900016
8352 - NumBooks: 14, SignUp: 297, BxD: 26338, DifferentBooks: 0 ScoreHeuristic: 247.24121121427518
1977 - NumBooks: 19, SignUp: 427, BxD: 77585, DifferentBooks: 0 ScoreHeuristic: 247.08600387212127
1950 - NumBooks: 17, SignUp: 312, BxD: 21742, DifferentBooks: 0 ScoreHeuristic: 246.95316609138723
7297 - NumBooks: 17, SignUp: 359, BxD: 41688, DifferentBooks: 0 ScoreHeuristic: 246.90125774939673
7725 - NumBooks: 14, SignUp: 342, BxD: 56779, DifferentBooks: 0 ScoreHeuristic: 246.63692247187169
905 - NumBooks: 11, SignUp: 151, BxD: 58736, DifferentBooks: 0 ScoreHeuristic: 246.55238805315557
9714 - NumBooks: 19, SignUp: 400, BxD: 72938, DifferentBooks: 0 ScoreHeuristic: 246.25455625
888 - NumBooks: 13, SignUp: 220, BxD: 29654, DifferentBooks: 0 ScoreHeuristic: 246.20462809917356
9073 - NumBooks: 15, SignUp: 294, BxD: 94269, DifferentBooks: 0 ScoreHeuristic: 246.08431671988524
2085 - NumBooks: 19, SignUp: 400, BxD: 48127, DifferentBooks: 0 ScoreHeuristic: 246.019225
7547 - NumBooks: 14, SignUp: 249, BxD: 63723, DifferentBooks: 0 ScoreHeuristic: 245.82209964355414
334 - NumBooks: 17, SignUp: 344, BxD: 62242, DifferentBooks: 0 ScoreHeuristic: 245.778537385073
8055 - NumBooks: 13, SignUp: 275, BxD: 39946, DifferentBooks: 0 ScoreHeuristic: 245.63438016528926
131 - NumBooks: 17, SignUp: 291, BxD: 82954, DifferentBooks: 0 ScoreHeuristic: 245.22914231055373
3691 - NumBooks: 20, SignUp: 360, BxD: 92628, DifferentBooks: 0 ScoreHeuristic: 244.9225
4312 - NumBooks: 15, SignUp: 326, BxD: 48311, DifferentBooks: 0 ScoreHeuristic: 244.83609657871955
964 - NumBooks: 14, SignUp: 332, BxD: 70860, DifferentBooks: 0 ScoreHeuristic: 244.65859522427058
2211 - NumBooks: 10, SignUp: 206, BxD: 22659, DifferentBooks: 0 ScoreHeuristic: 244.63389574889246
4227 - NumBooks: 12, SignUp: 267, BxD: 33098, DifferentBooks: 0 ScoreHeuristic: 244.50651573173982
3066 - NumBooks: 16, SignUp: 331, BxD: 76648, DifferentBooks: 0 ScoreHeuristic: 244.34128932740666
6112 - NumBooks: 19, SignUp: 515, BxD: 44415, DifferentBooks: 0 ScoreHeuristic: 244.20889433499858
3023 - NumBooks: 15, SignUp: 311, BxD: 69173, DifferentBooks: 0 ScoreHeuristic: 243.9020378201218
1791 - NumBooks: 14, SignUp: 273, BxD: 86773, DifferentBooks: 0 ScoreHeuristic: 243.6114935125924
2005 - NumBooks: 19, SignUp: 446, BxD: 10838, DifferentBooks: 0 ScoreHeuristic: 243.3879828671399
5255 - NumBooks: 15, SignUp: 301, BxD: 59361, DifferentBooks: 0 ScoreHeuristic: 243.2978112824362
8150 - NumBooks: 13, SignUp: 271, BxD: 43316, DifferentBooks: 0 ScoreHeuristic: 242.83069402649747
8928 - NumBooks: 15, SignUp: 265, BxD: 18501, DifferentBooks: 0 ScoreHeuristic: 242.77167675329298
7781 - NumBooks: 16, SignUp: 288, BxD: 23850, DifferentBooks: 0 ScoreHeuristic: 242.73207224151236
3888 - NumBooks: 16, SignUp: 260, BxD: 13853, DifferentBooks: 0 ScoreHeuristic: 242.40094674556212
3957 - NumBooks: 14, SignUp: 234, BxD: 2093, DifferentBooks: 0 ScoreHeuristic: 242.3743334063847
4537 - NumBooks: 11, SignUp: 263, BxD: 64787, DifferentBooks: 0 ScoreHeuristic: 242.31716520406542
2145 - NumBooks: 15, SignUp: 328, BxD: 62202, DifferentBooks: 0 ScoreHeuristic: 242.14396192742416
2804 - NumBooks: 20, SignUp: 443, BxD: 11041, DifferentBooks: 0 ScoreHeuristic: 242.10798016805182
2324 - NumBooks: 15, SignUp: 348, BxD: 58567, DifferentBooks: 0 ScoreHeuristic: 241.945509644603
9025 - NumBooks: 19, SignUp: 378, BxD: 64748, DifferentBooks: 0 ScoreHeuristic: 241.89301111391057
988 - NumBooks: 12, SignUp: 202, BxD: 97949, DifferentBooks: 0 ScoreHeuristic: 241.78710420547006
9783 - NumBooks: 16, SignUp: 232, BxD: 2659, DifferentBooks: 0 ScoreHeuristic: 241.4540911117717
1937 - NumBooks: 19, SignUp: 359, BxD: 67011, DifferentBooks: 0 ScoreHeuristic: 241.15754067705868
9117 - NumBooks: 12, SignUp: 272, BxD: 88723, DifferentBooks: 0 ScoreHeuristic: 241.04845642301038
63 - NumBooks: 17, SignUp: 302, BxD: 23995, DifferentBooks: 0 ScoreHeuristic: 240.86628875926493
9126 - NumBooks: 11, SignUp: 200, BxD: 99467, DifferentBooks: 0 ScoreHeuristic: 240.715225
3815 - NumBooks: 18, SignUp: 384, BxD: 1960, DifferentBooks: 0 ScoreHeuristic: 240.65381537543402
19 - NumBooks: 20, SignUp: 455, BxD: 55556, DifferentBooks: 0 ScoreHeuristic: 240.62487139234392
5057 - NumBooks: 18, SignUp: 463, BxD: 96935, DifferentBooks: 0 ScoreHeuristic: 240.618391651778
7086 - NumBooks: 16, SignUp: 286, BxD: 9895, DifferentBooks: 0 ScoreHeuristic: 240.57528485500512
3391 - NumBooks: 15, SignUp: 280, BxD: 94717, DifferentBooks: 0 ScoreHeuristic: 240.47147959183673
6420 - NumBooks: 20, SignUp: 387, BxD: 30551, DifferentBooks: 0 ScoreHeuristic: 239.96972003552136
9253 - NumBooks: 14, SignUp: 301, BxD: 62239, DifferentBooks: 0 ScoreHeuristic: 239.88967009194158
7543 - NumBooks: 18, SignUp: 375, BxD: 5765, DifferentBooks: 0 ScoreHeuristic: 239.46530844444445
5493 - NumBooks: 20, SignUp: 408, BxD: 56797, DifferentBooks: 0 ScoreHeuristic: 239.41494257016532
7435 - NumBooks: 10, SignUp: 233, BxD: 59405, DifferentBooks: 0 ScoreHeuristic: 239.25318204424468
5706 - NumBooks: 17, SignUp: 349, BxD: 54918, DifferentBooks: 0 ScoreHeuristic: 239.2295958161263
1840 - NumBooks: 11, SignUp: 149, BxD: 40432, DifferentBooks: 0 ScoreHeuristic: 239.107067249223
2340 - NumBooks: 16, SignUp: 329, BxD: 23486, DifferentBooks: 0 ScoreHeuristic: 238.97964726859507
6552 - NumBooks: 11, SignUp: 300, BxD: 5893, DifferentBooks: 0 ScoreHeuristic: 238.90854444444443
4192 - NumBooks: 18, SignUp: 384, BxD: 34624, DifferentBooks: 0 ScoreHeuristic: 238.63812934027777
2218 - NumBooks: 12, SignUp: 266, BxD: 93565, DifferentBooks: 0 ScoreHeuristic: 238.27288145174967
954 - NumBooks: 16, SignUp: 259, BxD: 48182, DifferentBooks: 0 ScoreHeuristic: 237.92169168617045
8469 - NumBooks: 12, SignUp: 165, BxD: 23827, DifferentBooks: 0 ScoreHeuristic: 237.90725436179983
2325 - NumBooks: 20, SignUp: 434, BxD: 81114, DifferentBooks: 0 ScoreHeuristic: 237.54338061967763
1174 - NumBooks: 12, SignUp: 217, BxD: 8922, DifferentBooks: 0 ScoreHeuristic: 237.47236084860583
8420 - NumBooks: 11, SignUp: 178, BxD: 26131, DifferentBooks: 0 ScoreHeuristic: 237.471562933973
7408 - NumBooks: 12, SignUp: 297, BxD: 17360, DifferentBooks: 0 ScoreHeuristic: 237.07704429253252
8929 - NumBooks: 18, SignUp: 373, BxD: 14995, DifferentBooks: 0 ScoreHeuristic: 237.06092187825686
9115 - NumBooks: 11, SignUp: 260, BxD: 35500, DifferentBooks: 0 ScoreHeuristic: 236.92313609467456
8512 - NumBooks: 19, SignUp: 405, BxD: 46394, DifferentBooks: 0 ScoreHeuristic: 236.77990550221003
8450 - NumBooks: 19, SignUp: 297, BxD: 98100, DifferentBooks: 0 ScoreHeuristic: 236.7660896280425
1533 - NumBooks: 12, SignUp: 229, BxD: 19991, DifferentBooks: 0 ScoreHeuristic: 236.54171354474553
4239 - NumBooks: 19, SignUp: 367, BxD: 20856, DifferentBooks: 0 ScoreHeuristic: 236.42204634379942
5139 - NumBooks: 18, SignUp: 235, BxD: 35107, DifferentBooks: 0 ScoreHeuristic: 236.37426889995473
5079 - NumBooks: 18, SignUp: 332, BxD: 98061, DifferentBooks: 0 ScoreHeuristic: 236.3443170271447
7671 - NumBooks: 16, SignUp: 350, BxD: 33614, DifferentBooks: 0 ScoreHeuristic: 236.19298775510205
6728 - NumBooks: 14, SignUp: 317, BxD: 17623, DifferentBooks: 0 ScoreHeuristic: 235.14335897461413
5587 - NumBooks: 16, SignUp: 335, BxD: 40888, DifferentBooks: 0 ScoreHeuristic: 234.6841078191134
8317 - NumBooks: 17, SignUp: 398, BxD: 89835, DifferentBooks: 0 ScoreHeuristic: 234.59771217898538
8165 - NumBooks: 14, SignUp: 282, BxD: 82546, DifferentBooks: 0 ScoreHeuristic: 234.5676902570293
3629 - NumBooks: 20, SignUp: 461, BxD: 61180, DifferentBooks: 0 ScoreHeuristic: 234.53494007651008
4947 - NumBooks: 18, SignUp: 387, BxD: 65712, DifferentBooks: 0 ScoreHeuristic: 234.3193584787239
683 - NumBooks: 20, SignUp: 354, BxD: 77182, DifferentBooks: 0 ScoreHeuristic: 234.15915764946217
102 - NumBooks: 16, SignUp: 327, BxD: 63508, DifferentBooks: 0 ScoreHeuristic: 234.08064229535486
5126 - NumBooks: 17, SignUp: 359, BxD: 53876, DifferentBooks: 0 ScoreHeuristic: 233.9451199168225
4561 - NumBooks: 18, SignUp: 373, BxD: 6128, DifferentBooks: 0 ScoreHeuristic: 233.93415463346966
1088 - NumBooks: 19, SignUp: 396, BxD: 40566, DifferentBooks: 0 ScoreHeuristic: 233.48766069788797
9458 - NumBooks: 13, SignUp: 254, BxD: 41241, DifferentBooks: 0 ScoreHeuristic: 233.34366668733338
8575 - NumBooks: 11, SignUp: 249, BxD: 11663, DifferentBooks: 0 ScoreHeuristic: 233.26735052660442
6839 - NumBooks: 11, SignUp: 253, BxD: 57484, DifferentBooks: 0 ScoreHeuristic: 233.25619834710744
5718 - NumBooks: 19, SignUp: 288, BxD: 26216, DifferentBooks: 0 ScoreHeuristic: 233.19835069444446
7032 - NumBooks: 20, SignUp: 410, BxD: 70570, DifferentBooks: 0 ScoreHeuristic: 233.12076145151696
8293 - NumBooks: 13, SignUp: 254, BxD: 18648, DifferentBooks: 0 ScoreHeuristic: 233.10316820633642
7207 - NumBooks: 14, SignUp: 289, BxD: 31605, DifferentBooks: 0 ScoreHeuristic: 232.53611666526982
9186 - NumBooks: 19, SignUp: 358, BxD: 76871, DifferentBooks: 0 ScoreHeuristic: 232.09416060672262
8119 - NumBooks: 10, SignUp: 219, BxD: 57932, DifferentBooks: 0 ScoreHeuristic: 232.04053293300808
7501 - NumBooks: 13, SignUp: 271, BxD: 91396, DifferentBooks: 0 ScoreHeuristic: 231.80343404910064
8921 - NumBooks: 12, SignUp: 290, BxD: 4630, DifferentBooks: 0 ScoreHeuristic: 231.7743757431629
9599 - NumBooks: 14, SignUp: 290, BxD: 61801, DifferentBooks: 0 ScoreHeuristic: 231.7743757431629
3256 - NumBooks: 10, SignUp: 171, BxD: 40022, DifferentBooks: 0 ScoreHeuristic: 231.71604938271605
9688 - NumBooks: 13, SignUp: 239, BxD: 35820, DifferentBooks: 0 ScoreHeuristic: 231.44720855727314
852 - NumBooks: 20, SignUp: 357, BxD: 75663, DifferentBooks: 0 ScoreHeuristic: 231.34665630958267
5194 - NumBooks: 19, SignUp: 424, BxD: 28876, DifferentBooks: 0 ScoreHeuristic: 231.126045745817
1820 - NumBooks: 12, SignUp: 317, BxD: 46749, DifferentBooks: 0 ScoreHeuristic: 230.90576082954354
8509 - NumBooks: 19, SignUp: 400, BxD: 29562, DifferentBooks: 0 ScoreHeuristic: 230.888025
6028 - NumBooks: 15, SignUp: 268, BxD: 86523, DifferentBooks: 0 ScoreHeuristic: 230.85854310536868
8303 - NumBooks: 10, SignUp: 186, BxD: 1579, DifferentBooks: 0 ScoreHeuristic: 230.84391259105098
7623 - NumBooks: 13, SignUp: 247, BxD: 81251, DifferentBooks: 0 ScoreHeuristic: 230.62172794177908
8993 - NumBooks: 20, SignUp: 345, BxD: 2961, DifferentBooks: 0 ScoreHeuristic: 230.42360008401596
6337 - NumBooks: 16, SignUp: 237, BxD: 75668, DifferentBooks: 0 ScoreHeuristic: 230.3478609197244
1979 - NumBooks: 17, SignUp: 299, BxD: 32619, DifferentBooks: 0 ScoreHeuristic: 230.04468630104807
6946 - NumBooks: 17, SignUp: 371, BxD: 7611, DifferentBooks: 0 ScoreHeuristic: 229.79617991732115
7927 - NumBooks: 17, SignUp: 408, BxD: 84689, DifferentBooks: 0 ScoreHeuristic: 229.581915609381
5353 - NumBooks: 15, SignUp: 350, BxD: 41815, DifferentBooks: 0 ScoreHeuristic: 229.39266122448979
3884 - NumBooks: 11, SignUp: 222, BxD: 97492, DifferentBooks: 0 ScoreHeuristic: 229.34510185861538
6308 - NumBooks: 18, SignUp: 414, BxD: 71553, DifferentBooks: 0 ScoreHeuristic: 229.29567201101543
302 - NumBooks: 18, SignUp: 339, BxD: 38047, DifferentBooks: 0 ScoreHeuristic: 229.26783616571385
2587 - NumBooks: 19, SignUp: 361, BxD: 89303, DifferentBooks: 0 ScoreHeuristic: 229.09044589897255
744 - NumBooks: 19, SignUp: 416, BxD: 36544, DifferentBooks: 0 ScoreHeuristic: 229.0565828402367
