309 - NumBooks: 1, SignUp: 173, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 8.986601623843095E7
34 - NumBooks: 635, SignUp: 121, BxD: 10, DifferentBooks: 0 ScoreHeuristic: 19900.658965842696
127 - NumBooks: 166, SignUp: 31, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 19806.11590817714
660 - NumBooks: 946, SignUp: 180, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 19762.753615677266
212 - NumBooks: 886, SignUp: 174, BxD: 5, DifferentBooks: 0 ScoreHeuristic: 19576.86129749223
753 - NumBooks: 977, SignUp: 188, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 19556.716943491007
463 - NumBooks: 622, SignUp: 118, BxD: 10, DifferentBooks: 0 ScoreHeuristic: 19288.26758728638
255 - NumBooks: 312, SignUp: 56, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 19287.22201352551
280 - NumBooks: 737, SignUp: 144, BxD: 5, DifferentBooks: 0 ScoreHeuristic: 19229.230208976507
487 - NumBooks: 822, SignUp: 157, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 18965.882456127325
547 - NumBooks: 271, SignUp: 56, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 18624.616284243013
763 - NumBooks: 967, SignUp: 192, BxD: 5, DifferentBooks: 0 ScoreHeuristic: 18376.505881111847
712 - NumBooks: 735, SignUp: 144, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 18098.30190217596
947 - NumBooks: 918, SignUp: 184, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 18069.821022367818
314 - NumBooks: 590, SignUp: 115, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 18061.106027728103
690 - NumBooks: 861, SignUp: 174, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 18042.569570476673
953 - NumBooks: 876, SignUp: 174, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 18003.382366975457
919 - NumBooks: 580, SignUp: 114, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 17981.74918765474
493 - NumBooks: 904, SignUp: 182, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 17960.47474248677
324 - NumBooks: 297, SignUp: 55, BxD: 10, DifferentBooks: 0 ScoreHeuristic: 17878.544127476463
883 - NumBooks: 797, SignUp: 159, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 17821.22816139625
879 - NumBooks: 704, SignUp: 143, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 17603.41782414687
850 - NumBooks: 972, SignUp: 184, BxD: 5, DifferentBooks: 0 ScoreHeuristic: 17452.31960021059
639 - NumBooks: 908, SignUp: 167, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 17435.836068452416
404 - NumBooks: 684, SignUp: 134, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 17392.597003285005
569 - NumBooks: 560, SignUp: 109, BxD: 5, DifferentBooks: 0 ScoreHeuristic: 17233.692687798804
274 - NumBooks: 220, SignUp: 45, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 17110.52352876424
897 - NumBooks: 369, SignUp: 79, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 16859.72227301559
5 - NumBooks: 924, SignUp: 189, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 16794.480326957735
381 - NumBooks: 620, SignUp: 127, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 16708.80015295637
447 - NumBooks: 865, SignUp: 177, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 16621.265863948956
794 - NumBooks: 392, SignUp: 83, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 16568.975859216353
964 - NumBooks: 974, SignUp: 202, BxD: 5, DifferentBooks: 0 ScoreHeuristic: 16565.561466151
53 - NumBooks: 970, SignUp: 198, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 16429.968173948437
44 - NumBooks: 374, SignUp: 75, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 16294.317325746348
392 - NumBooks: 434, SignUp: 93, BxD: 5, DifferentBooks: 0 ScoreHeuristic: 16135.927184645838
856 - NumBooks: 719, SignUp: 149, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 15952.01555940912
564 - NumBooks: 285, SignUp: 62, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 15907.149080394955
476 - NumBooks: 504, SignUp: 106, BxD: 5, DifferentBooks: 0 ScoreHeuristic: 15691.434815387285
143 - NumBooks: 560, SignUp: 121, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 15664.863648657074
518 - NumBooks: 889, SignUp: 187, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 15586.198170540329
10 - NumBooks: 783, SignUp: 167, BxD: 5, DifferentBooks: 0 ScoreHeuristic: 15580.353447415495
733 - NumBooks: 375, SignUp: 81, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 15526.306412077342
984 - NumBooks: 849, SignUp: 186, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 15393.91710158434
411 - NumBooks: 438, SignUp: 99, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 15367.316483905715
24 - NumBooks: 315, SignUp: 68, BxD: 5, DifferentBooks: 0 ScoreHeuristic: 15317.867999648457
483 - NumBooks: 884, SignUp: 191, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 15272.40650768077
583 - NumBooks: 880, SignUp: 192, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 15247.283142088412
662 - NumBooks: 895, SignUp: 188, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 15194.20066489272
699 - NumBooks: 970, SignUp: 202, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 15090.079795717564
290 - NumBooks: 459, SignUp: 96, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 14913.538209541884
229 - NumBooks: 772, SignUp: 171, BxD: 5, DifferentBooks: 0 ScoreHeuristic: 14856.821708084239
470 - NumBooks: 514, SignUp: 116, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 14856.248811603346
441 - NumBooks: 754, SignUp: 168, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 14751.202172958265
225 - NumBooks: 886, SignUp: 193, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 14720.896517298299
810 - NumBooks: 652, SignUp: 137, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 14570.524554639747
817 - NumBooks: 896, SignUp: 196, BxD: 5, DifferentBooks: 0 ScoreHeuristic: 14488.649384822313
752 - NumBooks: 494, SignUp: 113, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 14295.220221219208
405 - NumBooks: 887, SignUp: 204, BxD: 5, DifferentBooks: 0 ScoreHeuristic: 14270.10686458564
151 - NumBooks: 755, SignUp: 168, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 14113.309576636238
634 - NumBooks: 407, SignUp: 90, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 13922.50684708915
603 - NumBooks: 999, SignUp: 218, BxD: 5, DifferentBooks: 0 ScoreHeuristic: 13917.220231677478
475 - NumBooks: 521, SignUp: 113, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 13758.4986466381
437 - NumBooks: 883, SignUp: 200, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 13604.398417975115
605 - NumBooks: 773, SignUp: 172, BxD: 5, DifferentBooks: 0 ScoreHeuristic: 13591.228983414298
522 - NumBooks: 508, SignUp: 115, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 13571.554485190285
187 - NumBooks: 631, SignUp: 141, BxD: 5, DifferentBooks: 0 ScoreHeuristic: 13546.036511708568
910 - NumBooks: 621, SignUp: 143, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 13515.24016906188
401 - NumBooks: 976, SignUp: 224, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 13506.27597695465
790 - NumBooks: 912, SignUp: 210, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 13301.418117805893
368 - NumBooks: 661, SignUp: 154, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 13218.54145185543
302 - NumBooks: 882, SignUp: 208, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 13218.051462230047
884 - NumBooks: 829, SignUp: 192, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 13138.784745688965
581 - NumBooks: 676, SignUp: 163, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 13020.142556192199
122 - NumBooks: 759, SignUp: 173, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 12999.636697779302
371 - NumBooks: 638, SignUp: 151, BxD: 5, DifferentBooks: 0 ScoreHeuristic: 12951.68612805385
291 - NumBooks: 979, SignUp: 230, BxD: 10, DifferentBooks: 0 ScoreHeuristic: 12838.73561540694
751 - NumBooks: 685, SignUp: 158, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 12809.76911484013
985 - NumBooks: 861, SignUp: 208, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 12754.455845160675
83 - NumBooks: 667, SignUp: 167, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 12742.323268183876
84 - NumBooks: 825, SignUp: 191, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 12733.579193984835
848 - NumBooks: 1000, SignUp: 234, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 12722.898121565348
956 - NumBooks: 658, SignUp: 158, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 12702.988589374525
68 - NumBooks: 523, SignUp: 120, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 12700.980865597629
276 - NumBooks: 962, SignUp: 222, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 12627.314367417415
585 - NumBooks: 505, SignUp: 126, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 12608.466120280824
158 - NumBooks: 695, SignUp: 165, BxD: 5, DifferentBooks: 0 ScoreHeuristic: 12459.42451303196
434 - NumBooks: 594, SignUp: 140, BxD: 5, DifferentBooks: 0 ScoreHeuristic: 12411.249474360446
992 - NumBooks: 885, SignUp: 209, BxD: 5, DifferentBooks: 0 ScoreHeuristic: 12389.880050088228
625 - NumBooks: 932, SignUp: 215, BxD: 5, DifferentBooks: 0 ScoreHeuristic: 12339.055726553992
710 - NumBooks: 455, SignUp: 108, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 12309.351631035204
370 - NumBooks: 291, SignUp: 72, BxD: 10, DifferentBooks: 0 ScoreHeuristic: 12294.455439954325
596 - NumBooks: 391, SignUp: 86, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 12281.374968865142
455 - NumBooks: 170, SignUp: 39, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 12257.10613662625
800 - NumBooks: 799, SignUp: 193, BxD: 10, DifferentBooks: 0 ScoreHeuristic: 12253.507176452438
116 - NumBooks: 903, SignUp: 214, BxD: 10, DifferentBooks: 0 ScoreHeuristic: 12247.06156766915
376 - NumBooks: 566, SignUp: 132, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 12189.617274759805
506 - NumBooks: 245, SignUp: 56, BxD: 10, DifferentBooks: 0 ScoreHeuristic: 12183.31051571605
101 - NumBooks: 962, SignUp: 237, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 12118.412334965014
833 - NumBooks: 985, SignUp: 242, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 12118.077016796116
393 - NumBooks: 1000, SignUp: 245, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 12104.63147452807
176 - NumBooks: 828, SignUp: 198, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 12055.869584542883
73 - NumBooks: 832, SignUp: 195, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 11988.525372212174
269 - NumBooks: 559, SignUp: 136, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 11906.792819741908
591 - NumBooks: 768, SignUp: 188, BxD: 10, DifferentBooks: 0 ScoreHeuristic: 11891.554587201766
428 - NumBooks: 213, SignUp: 54, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 11881.797345108705
486 - NumBooks: 596, SignUp: 151, BxD: 10, DifferentBooks: 0 ScoreHeuristic: 11847.707200366869
259 - NumBooks: 300, SignUp: 76, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 11805.959972875444
808 - NumBooks: 287, SignUp: 67, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 11767.709528956659
888 - NumBooks: 302, SignUp: 76, BxD: 10, DifferentBooks: 0 ScoreHeuristic: 11743.053991281415
539 - NumBooks: 571, SignUp: 140, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 11723.152845216679
354 - NumBooks: 421, SignUp: 101, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 11715.496767952332
118 - NumBooks: 944, SignUp: 237, BxD: 10, DifferentBooks: 0 ScoreHeuristic: 11705.003689472924
535 - NumBooks: 767, SignUp: 190, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 11662.87037129943
341 - NumBooks: 429, SignUp: 105, BxD: 10, DifferentBooks: 0 ScoreHeuristic: 11605.103758158904
451 - NumBooks: 902, SignUp: 224, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 11506.578242264062
702 - NumBooks: 956, SignUp: 240, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 11368.681562234262
227 - NumBooks: 630, SignUp: 152, BxD: 10, DifferentBooks: 0 ScoreHeuristic: 11349.487951372046
208 - NumBooks: 160, SignUp: 38, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 11289.900699238291
598 - NumBooks: 668, SignUp: 174, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 11283.197421417119
141 - NumBooks: 899, SignUp: 221, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 11281.461306150659
179 - NumBooks: 525, SignUp: 129, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 11262.312859037556
654 - NumBooks: 669, SignUp: 167, BxD: 5, DifferentBooks: 0 ScoreHeuristic: 11233.08153111739
87 - NumBooks: 863, SignUp: 218, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 11215.529804012855
334 - NumBooks: 682, SignUp: 170, BxD: 10, DifferentBooks: 0 ScoreHeuristic: 11160.011060014212
771 - NumBooks: 536, SignUp: 139, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 11092.091311677243
905 - NumBooks: 785, SignUp: 195, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 11085.83222874376
216 - NumBooks: 337, SignUp: 80, BxD: 10, DifferentBooks: 0 ScoreHeuristic: 11029.149649165696
398 - NumBooks: 898, SignUp: 226, BxD: 5, DifferentBooks: 0 ScoreHeuristic: 10982.404713818281
580 - NumBooks: 846, SignUp: 215, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 10953.334428761376
299 - NumBooks: 870, SignUp: 217, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 10783.228000950814
730 - NumBooks: 314, SignUp: 77, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 10768.57577388595
849 - NumBooks: 873, SignUp: 228, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 10620.566037142107
717 - NumBooks: 513, SignUp: 132, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 10617.807628181103
614 - NumBooks: 430, SignUp: 112, BxD: 10, DifferentBooks: 0 ScoreHeuristic: 10608.82391051089
161 - NumBooks: 753, SignUp: 194, BxD: 10, DifferentBooks: 0 ScoreHeuristic: 10519.410835375615
747 - NumBooks: 546, SignUp: 145, BxD: 10, DifferentBooks: 0 ScoreHeuristic: 10511.611670084532
92 - NumBooks: 483, SignUp: 128, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 10502.30855893219
716 - NumBooks: 602, SignUp: 160, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 10446.879355132203
609 - NumBooks: 972, SignUp: 246, BxD: 10, DifferentBooks: 0 ScoreHeuristic: 10436.036325924246
691 - NumBooks: 333, SignUp: 80, BxD: 10, DifferentBooks: 0 ScoreHeuristic: 10356.452343775285
562 - NumBooks: 774, SignUp: 198, BxD: 10, DifferentBooks: 0 ScoreHeuristic: 10223.928569296184
556 - NumBooks: 838, SignUp: 209, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 10138.120626250851
776 - NumBooks: 918, SignUp: 240, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 10063.340926636778
303 - NumBooks: 899, SignUp: 240, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 10035.283132414499
413 - NumBooks: 686, SignUp: 189, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 10010.757753619155
761 - NumBooks: 789, SignUp: 206, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 9998.693074008826
959 - NumBooks: 702, SignUp: 183, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 9971.87175636989
357 - NumBooks: 769, SignUp: 204, BxD: 10, DifferentBooks: 0 ScoreHeuristic: 9946.120745046965
306 - NumBooks: 989, SignUp: 258, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 9887.568954675757
983 - NumBooks: 294, SignUp: 78, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 9885.906618783447
145 - NumBooks: 487, SignUp: 127, BxD: 5, DifferentBooks: 0 ScoreHeuristic: 9820.901573227178
133 - NumBooks: 756, SignUp: 198, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 9811.587272488743
47 - NumBooks: 734, SignUp: 194, BxD: 10, DifferentBooks: 0 ScoreHeuristic: 9759.159396127237
841 - NumBooks: 987, SignUp: 267, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 9661.370150120487
999 - NumBooks: 794, SignUp: 210, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 9643.172016289358
313 - NumBooks: 941, SignUp: 255, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 9620.98797461857
13 - NumBooks: 863, SignUp: 233, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 9620.342882085022
329 - NumBooks: 676, SignUp: 181, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 9487.766437572347
267 - NumBooks: 819, SignUp: 218, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 9430.33289030594
471 - NumBooks: 908, SignUp: 247, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 9427.2198690517
943 - NumBooks: 724, SignUp: 197, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 9407.730362881428
526 - NumBooks: 945, SignUp: 267, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 9362.321067042076
190 - NumBooks: 686, SignUp: 188, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 9340.285309249502
52 - NumBooks: 606, SignUp: 166, BxD: 10, DifferentBooks: 0 ScoreHeuristic: 9318.008696048782
816 - NumBooks: 437, SignUp: 117, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 9289.34477139703
110 - NumBooks: 909, SignUp: 255, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 9283.915383362468
973 - NumBooks: 331, SignUp: 89, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 9268.726434040718
495 - NumBooks: 592, SignUp: 167, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 9232.906619045752
934 - NumBooks: 364, SignUp: 102, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 9201.151280246682
427 - NumBooks: 573, SignUp: 163, BxD: 10, DifferentBooks: 0 ScoreHeuristic: 9179.181775347477
356 - NumBooks: 679, SignUp: 184, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 9157.424696603628
48 - NumBooks: 571, SignUp: 153, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 9127.70762886781
822 - NumBooks: 531, SignUp: 147, BxD: 10, DifferentBooks: 0 ScoreHeuristic: 9027.275847860037
155 - NumBooks: 889, SignUp: 244, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 9026.660060386355
71 - NumBooks: 466, SignUp: 133, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 9017.052556529286
496 - NumBooks: 801, SignUp: 228, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 9007.602233394942
513 - NumBooks: 394, SignUp: 104, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 8993.955104532899
65 - NumBooks: 800, SignUp: 228, BxD: 5, DifferentBooks: 0 ScoreHeuristic: 8973.845472341945
342 - NumBooks: 847, SignUp: 228, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 8960.874062304843
275 - NumBooks: 995, SignUp: 276, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 8909.963989798225
736 - NumBooks: 1000, SignUp: 285, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 8902.674268384197
382 - NumBooks: 887, SignUp: 252, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 8872.559152360922
320 - NumBooks: 216, SignUp: 62, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 8820.020879203927
827 - NumBooks: 555, SignUp: 157, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 8797.851812454011
873 - NumBooks: 523, SignUp: 146, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 8796.757802010266
157 - NumBooks: 836, SignUp: 236, BxD: 5, DifferentBooks: 0 ScoreHeuristic: 8778.442106327597
93 - NumBooks: 665, SignUp: 190, BxD: 5, DifferentBooks: 0 ScoreHeuristic: 8718.32632825809
50 - NumBooks: 179, SignUp: 51, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 8709.645030495512
779 - NumBooks: 623, SignUp: 175, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 8569.525632344901
855 - NumBooks: 601, SignUp: 175, BxD: 10, DifferentBooks: 0 ScoreHeuristic: 8547.569278792373
647 - NumBooks: 427, SignUp: 120, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 8520.880340847212
152 - NumBooks: 404, SignUp: 108, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 8494.862491057133
957 - NumBooks: 231, SignUp: 62, BxD: 5, DifferentBooks: 0 ScoreHeuristic: 8490.830010637881
557 - NumBooks: 871, SignUp: 247, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 8480.564121157275
82 - NumBooks: 918, SignUp: 268, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 8480.380371080966
617 - NumBooks: 529, SignUp: 149, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 8458.853745719469
293 - NumBooks: 847, SignUp: 247, BxD: 10, DifferentBooks: 0 ScoreHeuristic: 8401.022541557075
960 - NumBooks: 111, SignUp: 31, BxD: 10, DifferentBooks: 0 ScoreHeuristic: 8366.965013069163
358 - NumBooks: 798, SignUp: 231, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 8344.791322734314
653 - NumBooks: 555, SignUp: 160, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 8325.544809581283
606 - NumBooks: 733, SignUp: 205, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 8310.891970515026
140 - NumBooks: 888, SignUp: 256, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 8299.597038918253
675 - NumBooks: 445, SignUp: 129, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 8238.236334758558
295 - NumBooks: 465, SignUp: 134, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 8215.13911884421
968 - NumBooks: 809, SignUp: 237, BxD: 10, DifferentBooks: 0 ScoreHeuristic: 8088.271292814341
90 - NumBooks: 656, SignUp: 196, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 8069.5477815129425
597 - NumBooks: 864, SignUp: 255, BxD: 10, DifferentBooks: 0 ScoreHeuristic: 8062.900959432354
574 - NumBooks: 998, SignUp: 296, BxD: 10, DifferentBooks: 0 ScoreHeuristic: 8020.950896396034
27 - NumBooks: 871, SignUp: 271, BxD: 5, DifferentBooks: 0 ScoreHeuristic: 7980.301716978004
780 - NumBooks: 729, SignUp: 214, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 7966.756888878528
931 - NumBooks: 794, SignUp: 231, BxD: 10, DifferentBooks: 0 ScoreHeuristic: 7946.807237555404
205 - NumBooks: 466, SignUp: 142, BxD: 5, DifferentBooks: 0 ScoreHeuristic: 7895.705624930608
74 - NumBooks: 921, SignUp: 278, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 7842.48344066605
355 - NumBooks: 926, SignUp: 268, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 7825.151110064093
623 - NumBooks: 127, SignUp: 38, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 7664.133701241803
132 - NumBooks: 919, SignUp: 278, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 7631.294396711471
875 - NumBooks: 362, SignUp: 104, BxD: 5, DifferentBooks: 0 ScoreHeuristic: 7625.912774647723
832 - NumBooks: 843, SignUp: 256, BxD: 10, DifferentBooks: 0 ScoreHeuristic: 7619.338331375438
982 - NumBooks: 508, SignUp: 156, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 7605.795078545675
325 - NumBooks: 573, SignUp: 179, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 7518.154270948918
708 - NumBooks: 446, SignUp: 130, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 7516.112505941409
630 - NumBooks: 305, SignUp: 90, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 7513.135453283468
237 - NumBooks: 464, SignUp: 151, BxD: 5, DifferentBooks: 0 ScoreHeuristic: 7489.130923019368
826 - NumBooks: 565, SignUp: 172, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 7487.409100612412
310 - NumBooks: 325, SignUp: 105, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 7447.894261551619
436 - NumBooks: 332, SignUp: 104, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 7415.021941668752
542 - NumBooks: 773, SignUp: 237, BxD: 5, DifferentBooks: 0 ScoreHeuristic: 7236.568510662023
416 - NumBooks: 796, SignUp: 252, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 7229.3592385218435
236 - NumBooks: 915, SignUp: 277, BxD: 10, DifferentBooks: 0 ScoreHeuristic: 7220.045962172776
688 - NumBooks: 557, SignUp: 181, BxD: 5, DifferentBooks: 0 ScoreHeuristic: 7211.5629388212665
433 - NumBooks: 339, SignUp: 113, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 7188.1953006017075
20 - NumBooks: 250, SignUp: 79, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 7181.0083840151865
749 - NumBooks: 912, SignUp: 282, BxD: 10, DifferentBooks: 0 ScoreHeuristic: 7168.314126141429
480 - NumBooks: 874, SignUp: 279, BxD: 5, DifferentBooks: 0 ScoreHeuristic: 7160.585460122168
249 - NumBooks: 823, SignUp: 260, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 7148.702427811584
61 - NumBooks: 953, SignUp: 290, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 7128.51966525766
386 - NumBooks: 877, SignUp: 266, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 7101.946143612855
222 - NumBooks: 750, SignUp: 231, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 7100.3100457683
727 - NumBooks: 842, SignUp: 266, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 7093.461298978648
8 - NumBooks: 652, SignUp: 212, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 6990.810293919681
803 - NumBooks: 944, SignUp: 299, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 6988.936261440296
870 - NumBooks: 349, SignUp: 112, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 6967.744988350383
558 - NumBooks: 739, SignUp: 230, BxD: 5, DifferentBooks: 0 ScoreHeuristic: 6967.375634243339
977 - NumBooks: 743, SignUp: 238, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 6953.8185665937735
